ROW,TAXON_NAME,TAXA_COARSE,NOTE
244,Acartia,Acartia spp.,
4874,Acartia,Acartia spp.,
4875,Acartia,Acartia spp.,
4876,Acartia,Acartia spp.,
4941,Acartia,Acartia spp.,
4942,Acartia,Acartia spp.,
4943,Acartia,Acartia spp.,
5032,Acartia,Acartia spp.,
5033,Acartia,Acartia spp.,
5034,Acartia,Acartia spp.,
5035,Acartia,Acartia spp.,
5036,Acartia,Acartia spp.,
5114,Acartia,Acartia spp.,
5115,Acartia,Acartia spp.,
5268,Acartia,Acartia spp.,
5269,Acartia,Acartia spp.,
5360,Acartia,Acartia spp.,
5445,Acartia,Acartia spp.,
5530,Acartia,Acartia spp.,
5603,Acartia,Acartia spp.,
5604,Acartia,Acartia spp.,
5697,Acartia,Acartia spp.,
5951,Acartia,Acartia spp.,
6120,Acartia,Acartia spp.,
6203,Acartia,Acartia spp.,
6300,Acartia,Acartia spp.,
6301,Acartia,Acartia spp.,
6489,Acartia,Acartia spp.,
6490,Acartia,Acartia spp.,
6586,Acartia,Acartia spp.,
6587,Acartia,Acartia spp.,
6588,Acartia,Acartia spp.,
6783,Acartia,Acartia spp.,
6784,Acartia,Acartia spp.,
6785,Acartia,Acartia spp.,
6868,Acartia,Acartia spp.,
6869,Acartia,Acartia spp.,
6870,Acartia,Acartia spp.,
9279,Acartia,Acartia spp.,
9280,Acartia,Acartia spp.,
9281,Acartia,Acartia spp.,
9282,Acartia,Acartia spp.,
9355,Acartia,Acartia spp.,
9356,Acartia,Acartia spp.,
9502,Acartia,Acartia spp.,
9503,Acartia,Acartia spp.,
9504,Acartia,Acartia spp.,
9505,Acartia,Acartia spp.,
9590,Acartia,Acartia spp.,
9591,Acartia,Acartia spp.,
9592,Acartia,Acartia spp.,
9671,Acartia,Acartia spp.,
9672,Acartia,Acartia spp.,
9673,Acartia,Acartia spp.,
9674,Acartia,Acartia spp.,
9675,Acartia,Acartia spp.,
9769,Acartia,Acartia spp.,
9770,Acartia,Acartia spp.,
9771,Acartia,Acartia spp.,
9772,Acartia,Acartia spp.,
9874,Acartia,Acartia spp.,
9875,Acartia,Acartia spp.,
9876,Acartia,Acartia spp.,
9877,Acartia,Acartia spp.,
9878,Acartia,Acartia spp.,
9978,Acartia,Acartia spp.,
9979,Acartia,Acartia spp.,
9980,Acartia,Acartia spp.,
9981,Acartia,Acartia spp.,
9982,Acartia,Acartia spp.,
11554,Acartia,Acartia spp.,
13850,Acartia,Acartia spp.,
13851,Acartia,Acartia spp.,
13852,Acartia,Acartia spp.,
13853,Acartia,Acartia spp.,
13953,Acartia,Acartia spp.,
13954,Acartia,Acartia spp.,
13955,Acartia,Acartia spp.,
14047,Acartia,Acartia spp.,
14048,Acartia,Acartia spp.,
14049,Acartia,Acartia spp.,
14147,Acartia,Acartia spp.,
14148,Acartia,Acartia spp.,
14149,Acartia,Acartia spp.,
14150,Acartia,Acartia spp.,
14230,Acartia,Acartia spp.,
14231,Acartia,Acartia spp.,
14232,Acartia,Acartia spp.,
14233,Acartia,Acartia spp.,
14234,Acartia,Acartia spp.,
14235,Acartia,Acartia spp.,
14305,Acartia,Acartia spp.,
14306,Acartia,Acartia spp.,
14307,Acartia,Acartia spp.,
14308,Acartia,Acartia spp.,
14382,Acartia,Acartia spp.,
14383,Acartia,Acartia spp.,
14384,Acartia,Acartia spp.,
14385,Acartia,Acartia spp.,
14386,Acartia,Acartia spp.,
14457,Acartia,Acartia spp.,
14458,Acartia,Acartia spp.,
14459,Acartia,Acartia spp.,
14460,Acartia,Acartia spp.,
14461,Acartia,Acartia spp.,
14534,Acartia,Acartia spp.,
14535,Acartia,Acartia spp.,
14536,Acartia,Acartia spp.,
14537,Acartia,Acartia spp.,
14538,Acartia,Acartia spp.,
14612,Acartia,Acartia spp.,
14613,Acartia,Acartia spp.,
14614,Acartia,Acartia spp.,
14615,Acartia,Acartia spp.,
14616,Acartia,Acartia spp.,
14689,Acartia,Acartia spp.,
14690,Acartia,Acartia spp.,
14691,Acartia,Acartia spp.,
14692,Acartia,Acartia spp.,
14767,Acartia,Acartia spp.,
14768,Acartia,Acartia spp.,
14769,Acartia,Acartia spp.,
14770,Acartia,Acartia spp.,
14771,Acartia,Acartia spp.,
14859,Acartia,Acartia spp.,
14860,Acartia,Acartia spp.,
14861,Acartia,Acartia spp.,
14862,Acartia,Acartia spp.,
14863,Acartia,Acartia spp.,
14864,Acartia,Acartia spp.,
14954,Acartia,Acartia spp.,
14955,Acartia,Acartia spp.,
14956,Acartia,Acartia spp.,
14957,Acartia,Acartia spp.,
14958,Acartia,Acartia spp.,
15028,Acartia,Acartia spp.,
15029,Acartia,Acartia spp.,
15030,Acartia,Acartia spp.,
15031,Acartia,Acartia spp.,
15032,Acartia,Acartia spp.,
15111,Acartia,Acartia spp.,
15112,Acartia,Acartia spp.,
15113,Acartia,Acartia spp.,
15114,Acartia,Acartia spp.,
15213,Acartia,Acartia spp.,
15214,Acartia,Acartia spp.,
15215,Acartia,Acartia spp.,
15216,Acartia,Acartia spp.,
15304,Acartia,Acartia spp.,
15305,Acartia,Acartia spp.,
15306,Acartia,Acartia spp.,
15402,Acartia,Acartia spp.,
15403,Acartia,Acartia spp.,
15404,Acartia,Acartia spp.,
15405,Acartia,Acartia spp.,
15406,Acartia,Acartia spp.,
15506,Acartia,Acartia spp.,
15507,Acartia,Acartia spp.,
15605,Acartia,Acartia spp.,
15721,Acartia,Acartia spp.,
15722,Acartia,Acartia spp.,
15723,Acartia,Acartia spp.,
15724,Acartia,Acartia spp.,
15725,Acartia,Acartia spp.,
15816,Acartia,Acartia spp.,
15817,Acartia,Acartia spp.,
15818,Acartia,Acartia spp.,
15897,Acartia,Acartia spp.,
15898,Acartia,Acartia spp.,
15899,Acartia,Acartia spp.,
15900,Acartia,Acartia spp.,
15901,Acartia,Acartia spp.,
17720,Acartia,Acartia spp.,
17721,Acartia,Acartia spp.,
17722,Acartia,Acartia spp.,
17723,Acartia,Acartia spp.,
17799,Acartia,Acartia spp.,
17800,Acartia,Acartia spp.,
17801,Acartia,Acartia spp.,
17802,Acartia,Acartia spp.,
17892,Acartia,Acartia spp.,
17893,Acartia,Acartia spp.,
17894,Acartia,Acartia spp.,
17895,Acartia,Acartia spp.,
17896,Acartia,Acartia spp.,
17981,Acartia,Acartia spp.,
17982,Acartia,Acartia spp.,
17983,Acartia,Acartia spp.,
17984,Acartia,Acartia spp.,
18069,Acartia,Acartia spp.,
18070,Acartia,Acartia spp.,
18071,Acartia,Acartia spp.,
18072,Acartia,Acartia spp.,
18157,Acartia,Acartia spp.,
18158,Acartia,Acartia spp.,
18246,Acartia,Acartia spp.,
18247,Acartia,Acartia spp.,
18248,Acartia,Acartia spp.,
18249,Acartia,Acartia spp.,
18328,Acartia,Acartia spp.,
18329,Acartia,Acartia spp.,
18330,Acartia,Acartia spp.,
18331,Acartia,Acartia spp.,
18415,Acartia,Acartia spp.,
18416,Acartia,Acartia spp.,
18417,Acartia,Acartia spp.,
18418,Acartia,Acartia spp.,
18514,Acartia,Acartia spp.,
18515,Acartia,Acartia spp.,
18516,Acartia,Acartia spp.,
18517,Acartia,Acartia spp.,
18619,Acartia,Acartia spp.,
18620,Acartia,Acartia spp.,
18621,Acartia,Acartia spp.,
18622,Acartia,Acartia spp.,
18710,Acartia,Acartia spp.,
18711,Acartia,Acartia spp.,
18791,Acartia,Acartia spp.,
18871,Acartia,Acartia spp.,
18872,Acartia,Acartia spp.,
18873,Acartia,Acartia spp.,
18874,Acartia,Acartia spp.,
18965,Acartia,Acartia spp.,
19034,Acartia,Acartia spp.,
19035,Acartia,Acartia spp.,
19036,Acartia,Acartia spp.,
19037,Acartia,Acartia spp.,
19139,Acartia,Acartia spp.,
19140,Acartia,Acartia spp.,
19141,Acartia,Acartia spp.,
19142,Acartia,Acartia spp.,
19143,Acartia,Acartia spp.,
19240,Acartia,Acartia spp.,
19241,Acartia,Acartia spp.,
19242,Acartia,Acartia spp.,
19243,Acartia,Acartia spp.,
19358,Acartia,Acartia spp.,
19359,Acartia,Acartia spp.,
19360,Acartia,Acartia spp.,
19361,Acartia,Acartia spp.,
19854,Acartia,Acartia spp.,
21010,Acartia,Acartia spp.,
21107,Acartia,Acartia spp.,
21203,Acartia,Acartia spp.,
21302,Acartia,Acartia spp.,
21303,Acartia,Acartia spp.,
21304,Acartia,Acartia spp.,
21388,Acartia,Acartia spp.,
21567,Acartia,Acartia spp.,
21568,Acartia,Acartia spp.,
21569,Acartia,Acartia spp.,
21570,Acartia,Acartia spp.,
21650,Acartia,Acartia spp.,
21651,Acartia,Acartia spp.,
21652,Acartia,Acartia spp.,
21653,Acartia,Acartia spp.,
21743,Acartia,Acartia spp.,
21744,Acartia,Acartia spp.,
21811,Acartia,Acartia spp.,
21881,Acartia,Acartia spp.,
21956,Acartia,Acartia spp.,
21957,Acartia,Acartia spp.,
21958,Acartia,Acartia spp.,
22052,Acartia,Acartia spp.,
22053,Acartia,Acartia spp.,
22054,Acartia,Acartia spp.,
22171,Acartia,Acartia spp.,
22172,Acartia,Acartia spp.,
22258,Acartia,Acartia spp.,
22341,Acartia,Acartia spp.,
22431,Acartia,Acartia spp.,
22432,Acartia,Acartia spp.,
22433,Acartia,Acartia spp.,
22510,Acartia,Acartia spp.,
22511,Acartia,Acartia spp.,
22512,Acartia,Acartia spp.,
22594,Acartia,Acartia spp.,
22793,Acartia,Acartia spp.,
22794,Acartia,Acartia spp.,
22795,Acartia,Acartia spp.,
22796,Acartia,Acartia spp.,
22797,Acartia,Acartia spp.,
22885,Acartia,Acartia spp.,
22886,Acartia,Acartia spp.,
22887,Acartia,Acartia spp.,
22888,Acartia,Acartia spp.,
24789,Acartia,Acartia spp.,
24790,Acartia,Acartia spp.,
24791,Acartia,Acartia spp.,
24792,Acartia,Acartia spp.,
24793,Acartia,Acartia spp.,
24890,Acartia,Acartia spp.,
24891,Acartia,Acartia spp.,
24892,Acartia,Acartia spp.,
24893,Acartia,Acartia spp.,
24894,Acartia,Acartia spp.,
24968,Acartia,Acartia spp.,
24969,Acartia,Acartia spp.,
24970,Acartia,Acartia spp.,
24971,Acartia,Acartia spp.,
24972,Acartia,Acartia spp.,
25030,Acartia,Acartia spp.,
25031,Acartia,Acartia spp.,
25032,Acartia,Acartia spp.,
25033,Acartia,Acartia spp.,
25101,Acartia,Acartia spp.,
25102,Acartia,Acartia spp.,
25103,Acartia,Acartia spp.,
25104,Acartia,Acartia spp.,
25350,Acartia,Acartia spp.,
25351,Acartia,Acartia spp.,
25352,Acartia,Acartia spp.,
25353,Acartia,Acartia spp.,
25354,Acartia,Acartia spp.,
25444,Acartia,Acartia spp.,
25445,Acartia,Acartia spp.,
25446,Acartia,Acartia spp.,
25447,Acartia,Acartia spp.,
25536,Acartia,Acartia spp.,
25537,Acartia,Acartia spp.,
25538,Acartia,Acartia spp.,
25539,Acartia,Acartia spp.,
25540,Acartia,Acartia spp.,
25616,Acartia,Acartia spp.,
25617,Acartia,Acartia spp.,
25618,Acartia,Acartia spp.,
25619,Acartia,Acartia spp.,
25620,Acartia,Acartia spp.,
25703,Acartia,Acartia spp.,
25704,Acartia,Acartia spp.,
25705,Acartia,Acartia spp.,
25706,Acartia,Acartia spp.,
25707,Acartia,Acartia spp.,
25794,Acartia,Acartia spp.,
25795,Acartia,Acartia spp.,
25796,Acartia,Acartia spp.,
25797,Acartia,Acartia spp.,
25798,Acartia,Acartia spp.,
25879,Acartia,Acartia spp.,
25880,Acartia,Acartia spp.,
25881,Acartia,Acartia spp.,
25882,Acartia,Acartia spp.,
25883,Acartia,Acartia spp.,
25963,Acartia,Acartia spp.,
25964,Acartia,Acartia spp.,
25965,Acartia,Acartia spp.,
25966,Acartia,Acartia spp.,
25967,Acartia,Acartia spp.,
26068,Acartia,Acartia spp.,
26069,Acartia,Acartia spp.,
26154,Acartia,Acartia spp.,
26155,Acartia,Acartia spp.,
26156,Acartia,Acartia spp.,
26157,Acartia,Acartia spp.,
26158,Acartia,Acartia spp.,
18510,Acartia danae,Acartia spp.,
1,Acartia longiremis,Acartia spp.,
63,Acartia longiremis,Acartia spp.,
121,Acartia longiremis,Acartia spp.,
175,Acartia longiremis,Acartia spp.,
176,Acartia longiremis,Acartia spp.,
314,Acartia longiremis,Acartia spp.,
382,Acartia longiremis,Acartia spp.,
440,Acartia longiremis,Acartia spp.,
560,Acartia longiremis,Acartia spp.,
670,Acartia longiremis,Acartia spp.,
720,Acartia longiremis,Acartia spp.,
851,Acartia longiremis,Acartia spp.,
911,Acartia longiremis,Acartia spp.,
1046,Acartia longiremis,Acartia spp.,
1200,Acartia longiremis,Acartia spp.,
1201,Acartia longiremis,Acartia spp.,
1449,Acartia longiremis,Acartia spp.,
1786,Acartia longiremis,Acartia spp.,
2038,Acartia longiremis,Acartia spp.,
2337,Acartia longiremis,Acartia spp.,
3105,Acartia longiremis,Acartia spp.,
3154,Acartia longiremis,Acartia spp.,
3205,Acartia longiremis,Acartia spp.,
3505,Acartia longiremis,Acartia spp.,
4877,Acartia longiremis,Acartia spp.,
4878,Acartia longiremis,Acartia spp.,
4944,Acartia longiremis,Acartia spp.,
4945,Acartia longiremis,Acartia spp.,
5037,Acartia longiremis,Acartia spp.,
5038,Acartia longiremis,Acartia spp.,
5116,Acartia longiremis,Acartia spp.,
5117,Acartia longiremis,Acartia spp.,
5198,Acartia longiremis,Acartia spp.,
5270,Acartia longiremis,Acartia spp.,
5271,Acartia longiremis,Acartia spp.,
5361,Acartia longiremis,Acartia spp.,
5362,Acartia longiremis,Acartia spp.,
5446,Acartia longiremis,Acartia spp.,
5531,Acartia longiremis,Acartia spp.,
5605,Acartia longiremis,Acartia spp.,
5606,Acartia longiremis,Acartia spp.,
5698,Acartia longiremis,Acartia spp.,
5870,Acartia longiremis,Acartia spp.,
5952,Acartia longiremis,Acartia spp.,
6121,Acartia longiremis,Acartia spp.,
6302,Acartia longiremis,Acartia spp.,
6396,Acartia longiremis,Acartia spp.,
6491,Acartia longiremis,Acartia spp.,
6492,Acartia longiremis,Acartia spp.,
6589,Acartia longiremis,Acartia spp.,
6590,Acartia longiremis,Acartia spp.,
6591,Acartia longiremis,Acartia spp.,
6688,Acartia longiremis,Acartia spp.,
6786,Acartia longiremis,Acartia spp.,
6787,Acartia longiremis,Acartia spp.,
6871,Acartia longiremis,Acartia spp.,
6872,Acartia longiremis,Acartia spp.,
6873,Acartia longiremis,Acartia spp.,
7035,Acartia longiremis,Acartia spp.,
7127,Acartia longiremis,Acartia spp.,
7182,Acartia longiremis,Acartia spp.,
7183,Acartia longiremis,Acartia spp.,
7236,Acartia longiremis,Acartia spp.,
7290,Acartia longiremis,Acartia spp.,
7291,Acartia longiremis,Acartia spp.,
7425,Acartia longiremis,Acartia spp.,
7572,Acartia longiremis,Acartia spp.,
7943,Acartia longiremis,Acartia spp.,
8020,Acartia longiremis,Acartia spp.,
8079,Acartia longiremis,Acartia spp.,
8127,Acartia longiremis,Acartia spp.,
8263,Acartia longiremis,Acartia spp.,
8321,Acartia longiremis,Acartia spp.,
8368,Acartia longiremis,Acartia spp.,
8369,Acartia longiremis,Acartia spp.,
8421,Acartia longiremis,Acartia spp.,
8422,Acartia longiremis,Acartia spp.,
8569,Acartia longiremis,Acartia spp.,
8637,Acartia longiremis,Acartia spp.,
8638,Acartia longiremis,Acartia spp.,
8694,Acartia longiremis,Acartia spp.,
8756,Acartia longiremis,Acartia spp.,
8757,Acartia longiremis,Acartia spp.,
8758,Acartia longiremis,Acartia spp.,
8891,Acartia longiremis,Acartia spp.,
8933,Acartia longiremis,Acartia spp.,
8984,Acartia longiremis,Acartia spp.,
8985,Acartia longiremis,Acartia spp.,
9044,Acartia longiremis,Acartia spp.,
9101,Acartia longiremis,Acartia spp.,
9157,Acartia longiremis,Acartia spp.,
9222,Acartia longiremis,Acartia spp.,
9223,Acartia longiremis,Acartia spp.,
9283,Acartia longiremis,Acartia spp.,
9284,Acartia longiremis,Acartia spp.,
9285,Acartia longiremis,Acartia spp.,
9357,Acartia longiremis,Acartia spp.,
9358,Acartia longiremis,Acartia spp.,
9433,Acartia longiremis,Acartia spp.,
9434,Acartia longiremis,Acartia spp.,
9506,Acartia longiremis,Acartia spp.,
9507,Acartia longiremis,Acartia spp.,
9593,Acartia longiremis,Acartia spp.,
9594,Acartia longiremis,Acartia spp.,
9676,Acartia longiremis,Acartia spp.,
9677,Acartia longiremis,Acartia spp.,
9773,Acartia longiremis,Acartia spp.,
9774,Acartia longiremis,Acartia spp.,
9775,Acartia longiremis,Acartia spp.,
9879,Acartia longiremis,Acartia spp.,
9880,Acartia longiremis,Acartia spp.,
9983,Acartia longiremis,Acartia spp.,
9984,Acartia longiremis,Acartia spp.,
10158,Acartia longiremis,Acartia spp.,
10211,Acartia longiremis,Acartia spp.,
10303,Acartia longiremis,Acartia spp.,
10558,Acartia longiremis,Acartia spp.,
10720,Acartia longiremis,Acartia spp.,
10971,Acartia longiremis,Acartia spp.,
11022,Acartia longiremis,Acartia spp.,
11249,Acartia longiremis,Acartia spp.,
11555,Acartia longiremis,Acartia spp.,
11817,Acartia longiremis,Acartia spp.,
11986,Acartia longiremis,Acartia spp.,
12027,Acartia longiremis,Acartia spp.,
12074,Acartia longiremis,Acartia spp.,
12219,Acartia longiremis,Acartia spp.,
12264,Acartia longiremis,Acartia spp.,
12475,Acartia longiremis,Acartia spp.,
12639,Acartia longiremis,Acartia spp.,
12694,Acartia longiremis,Acartia spp.,
12757,Acartia longiremis,Acartia spp.,
12946,Acartia longiremis,Acartia spp.,
13267,Acartia longiremis,Acartia spp.,
13660,Acartia longiremis,Acartia spp.,
13776,Acartia longiremis,Acartia spp.,
13854,Acartia longiremis,Acartia spp.,
13855,Acartia longiremis,Acartia spp.,
13856,Acartia longiremis,Acartia spp.,
13956,Acartia longiremis,Acartia spp.,
13957,Acartia longiremis,Acartia spp.,
14050,Acartia longiremis,Acartia spp.,
14051,Acartia longiremis,Acartia spp.,
14151,Acartia longiremis,Acartia spp.,
14152,Acartia longiremis,Acartia spp.,
14153,Acartia longiremis,Acartia spp.,
14236,Acartia longiremis,Acartia spp.,
14237,Acartia longiremis,Acartia spp.,
14238,Acartia longiremis,Acartia spp.,
14309,Acartia longiremis,Acartia spp.,
14310,Acartia longiremis,Acartia spp.,
14311,Acartia longiremis,Acartia spp.,
14387,Acartia longiremis,Acartia spp.,
14388,Acartia longiremis,Acartia spp.,
14462,Acartia longiremis,Acartia spp.,
14463,Acartia longiremis,Acartia spp.,
14464,Acartia longiremis,Acartia spp.,
14465,Acartia longiremis,Acartia spp.,
14539,Acartia longiremis,Acartia spp.,
14540,Acartia longiremis,Acartia spp.,
14617,Acartia longiremis,Acartia spp.,
14618,Acartia longiremis,Acartia spp.,
14619,Acartia longiremis,Acartia spp.,
14693,Acartia longiremis,Acartia spp.,
14694,Acartia longiremis,Acartia spp.,
14772,Acartia longiremis,Acartia spp.,
14773,Acartia longiremis,Acartia spp.,
14774,Acartia longiremis,Acartia spp.,
14865,Acartia longiremis,Acartia spp.,
14866,Acartia longiremis,Acartia spp.,
14867,Acartia longiremis,Acartia spp.,
14959,Acartia longiremis,Acartia spp.,
14960,Acartia longiremis,Acartia spp.,
14961,Acartia longiremis,Acartia spp.,
15033,Acartia longiremis,Acartia spp.,
15034,Acartia longiremis,Acartia spp.,
15115,Acartia longiremis,Acartia spp.,
15116,Acartia longiremis,Acartia spp.,
15117,Acartia longiremis,Acartia spp.,
15217,Acartia longiremis,Acartia spp.,
15218,Acartia longiremis,Acartia spp.,
15219,Acartia longiremis,Acartia spp.,
15307,Acartia longiremis,Acartia spp.,
15308,Acartia longiremis,Acartia spp.,
15309,Acartia longiremis,Acartia spp.,
15407,Acartia longiremis,Acartia spp.,
15408,Acartia longiremis,Acartia spp.,
15409,Acartia longiremis,Acartia spp.,
15508,Acartia longiremis,Acartia spp.,
15509,Acartia longiremis,Acartia spp.,
15606,Acartia longiremis,Acartia spp.,
15607,Acartia longiremis,Acartia spp.,
15726,Acartia longiremis,Acartia spp.,
15727,Acartia longiremis,Acartia spp.,
15819,Acartia longiremis,Acartia spp.,
15820,Acartia longiremis,Acartia spp.,
15902,Acartia longiremis,Acartia spp.,
15903,Acartia longiremis,Acartia spp.,
15966,Acartia longiremis,Acartia spp.,
16094,Acartia longiremis,Acartia spp.,
16225,Acartia longiremis,Acartia spp.,
16286,Acartia longiremis,Acartia spp.,
16389,Acartia longiremis,Acartia spp.,
16558,Acartia longiremis,Acartia spp.,
16869,Acartia longiremis,Acartia spp.,
17577,Acartia longiremis,Acartia spp.,
17647,Acartia longiremis,Acartia spp.,
17724,Acartia longiremis,Acartia spp.,
17725,Acartia longiremis,Acartia spp.,
17803,Acartia longiremis,Acartia spp.,
17804,Acartia longiremis,Acartia spp.,
17897,Acartia longiremis,Acartia spp.,
17898,Acartia longiremis,Acartia spp.,
17985,Acartia longiremis,Acartia spp.,
17986,Acartia longiremis,Acartia spp.,
18073,Acartia longiremis,Acartia spp.,
18074,Acartia longiremis,Acartia spp.,
18159,Acartia longiremis,Acartia spp.,
18250,Acartia longiremis,Acartia spp.,
18251,Acartia longiremis,Acartia spp.,
18332,Acartia longiremis,Acartia spp.,
18333,Acartia longiremis,Acartia spp.,
18419,Acartia longiremis,Acartia spp.,
18420,Acartia longiremis,Acartia spp.,
18518,Acartia longiremis,Acartia spp.,
18519,Acartia longiremis,Acartia spp.,
18623,Acartia longiremis,Acartia spp.,
18624,Acartia longiremis,Acartia spp.,
18966,Acartia longiremis,Acartia spp.,
19038,Acartia longiremis,Acartia spp.,
19039,Acartia longiremis,Acartia spp.,
19040,Acartia longiremis,Acartia spp.,
19144,Acartia longiremis,Acartia spp.,
19145,Acartia longiremis,Acartia spp.,
19244,Acartia longiremis,Acartia spp.,
19245,Acartia longiremis,Acartia spp.,
19246,Acartia longiremis,Acartia spp.,
19362,Acartia longiremis,Acartia spp.,
19363,Acartia longiremis,Acartia spp.,
19364,Acartia longiremis,Acartia spp.,
20216,Acartia longiremis,Acartia spp.,
20311,Acartia longiremis,Acartia spp.,
20391,Acartia longiremis,Acartia spp.,
20458,Acartia longiremis,Acartia spp.,
21011,Acartia longiremis,Acartia spp.,
21012,Acartia longiremis,Acartia spp.,
21108,Acartia longiremis,Acartia spp.,
21109,Acartia longiremis,Acartia spp.,
21204,Acartia longiremis,Acartia spp.,
21205,Acartia longiremis,Acartia spp.,
21305,Acartia longiremis,Acartia spp.,
21306,Acartia longiremis,Acartia spp.,
21307,Acartia longiremis,Acartia spp.,
21389,Acartia longiremis,Acartia spp.,
21390,Acartia longiremis,Acartia spp.,
21484,Acartia longiremis,Acartia spp.,
21485,Acartia longiremis,Acartia spp.,
21486,Acartia longiremis,Acartia spp.,
21571,Acartia longiremis,Acartia spp.,
21572,Acartia longiremis,Acartia spp.,
21654,Acartia longiremis,Acartia spp.,
21655,Acartia longiremis,Acartia spp.,
21656,Acartia longiremis,Acartia spp.,
21745,Acartia longiremis,Acartia spp.,
21746,Acartia longiremis,Acartia spp.,
21812,Acartia longiremis,Acartia spp.,
21813,Acartia longiremis,Acartia spp.,
21814,Acartia longiremis,Acartia spp.,
21882,Acartia longiremis,Acartia spp.,
21883,Acartia longiremis,Acartia spp.,
21884,Acartia longiremis,Acartia spp.,
21959,Acartia longiremis,Acartia spp.,
21960,Acartia longiremis,Acartia spp.,
21961,Acartia longiremis,Acartia spp.,
22055,Acartia longiremis,Acartia spp.,
22056,Acartia longiremis,Acartia spp.,
22173,Acartia longiremis,Acartia spp.,
22174,Acartia longiremis,Acartia spp.,
22259,Acartia longiremis,Acartia spp.,
22260,Acartia longiremis,Acartia spp.,
22342,Acartia longiremis,Acartia spp.,
22343,Acartia longiremis,Acartia spp.,
22434,Acartia longiremis,Acartia spp.,
22435,Acartia longiremis,Acartia spp.,
22513,Acartia longiremis,Acartia spp.,
22514,Acartia longiremis,Acartia spp.,
22515,Acartia longiremis,Acartia spp.,
22595,Acartia longiremis,Acartia spp.,
22686,Acartia longiremis,Acartia spp.,
22687,Acartia longiremis,Acartia spp.,
22798,Acartia longiremis,Acartia spp.,
22799,Acartia longiremis,Acartia spp.,
22889,Acartia longiremis,Acartia spp.,
22890,Acartia longiremis,Acartia spp.,
23048,Acartia longiremis,Acartia spp.,
23112,Acartia longiremis,Acartia spp.,
23178,Acartia longiremis,Acartia spp.,
23246,Acartia longiremis,Acartia spp.,
23247,Acartia longiremis,Acartia spp.,
23485,Acartia longiremis,Acartia spp.,
23520,Acartia longiremis,Acartia spp.,
23559,Acartia longiremis,Acartia spp.,
23703,Acartia longiremis,Acartia spp.,
23779,Acartia longiremis,Acartia spp.,
23826,Acartia longiremis,Acartia spp.,
24253,Acartia longiremis,Acartia spp.,
24254,Acartia longiremis,Acartia spp.,
24255,Acartia longiremis,Acartia spp.,
24719,Acartia longiremis,Acartia spp.,
24794,Acartia longiremis,Acartia spp.,
24795,Acartia longiremis,Acartia spp.,
24796,Acartia longiremis,Acartia spp.,
24895,Acartia longiremis,Acartia spp.,
24896,Acartia longiremis,Acartia spp.,
24897,Acartia longiremis,Acartia spp.,
24973,Acartia longiremis,Acartia spp.,
24974,Acartia longiremis,Acartia spp.,
25034,Acartia longiremis,Acartia spp.,
25035,Acartia longiremis,Acartia spp.,
25036,Acartia longiremis,Acartia spp.,
25105,Acartia longiremis,Acartia spp.,
25106,Acartia longiremis,Acartia spp.,
25175,Acartia longiremis,Acartia spp.,
25176,Acartia longiremis,Acartia spp.,
25355,Acartia longiremis,Acartia spp.,
25356,Acartia longiremis,Acartia spp.,
25448,Acartia longiremis,Acartia spp.,
25449,Acartia longiremis,Acartia spp.,
25450,Acartia longiremis,Acartia spp.,
25541,Acartia longiremis,Acartia spp.,
25542,Acartia longiremis,Acartia spp.,
25621,Acartia longiremis,Acartia spp.,
25622,Acartia longiremis,Acartia spp.,
25623,Acartia longiremis,Acartia spp.,
25708,Acartia longiremis,Acartia spp.,
25709,Acartia longiremis,Acartia spp.,
25710,Acartia longiremis,Acartia spp.,
25799,Acartia longiremis,Acartia spp.,
25800,Acartia longiremis,Acartia spp.,
25801,Acartia longiremis,Acartia spp.,
25884,Acartia longiremis,Acartia spp.,
25885,Acartia longiremis,Acartia spp.,
25886,Acartia longiremis,Acartia spp.,
25968,Acartia longiremis,Acartia spp.,
25969,Acartia longiremis,Acartia spp.,
25970,Acartia longiremis,Acartia spp.,
26070,Acartia longiremis,Acartia spp.,
26071,Acartia longiremis,Acartia spp.,
26159,Acartia longiremis,Acartia spp.,
26160,Acartia longiremis,Acartia spp.,
26227,Acartia longiremis,Acartia spp.,
441,Acartia tumida,Acartia spp.,
4715,Acartia tumida,Acartia spp.,
4793,Acartia tumida,Acartia spp.,
6788,Acartia tumida,Acartia spp.,
6874,Acartia tumida,Acartia spp.,
16162,Acartia tumida,Acartia spp.,
2,Actinopterygii,Fish,Remove
3,Actinopterygii,Fish,Remove
64,Actinopterygii,Fish,Remove
65,Actinopterygii,Fish,Remove
122,Actinopterygii,Fish,Remove
123,Actinopterygii,Fish,Remove
124,Actinopterygii,Fish,Remove
177,Actinopterygii,Fish,Remove
178,Actinopterygii,Fish,Remove
179,Actinopterygii,Fish,Remove
245,Actinopterygii,Fish,Remove
246,Actinopterygii,Fish,Remove
315,Actinopterygii,Fish,Remove
316,Actinopterygii,Fish,Remove
383,Actinopterygii,Fish,Remove
384,Actinopterygii,Fish,Remove
442,Actinopterygii,Fish,Remove
443,Actinopterygii,Fish,Remove
495,Actinopterygii,Fish,Remove
496,Actinopterygii,Fish,Remove
497,Actinopterygii,Fish,Remove
561,Actinopterygii,Fish,Remove
562,Actinopterygii,Fish,Remove
563,Actinopterygii,Fish,Remove
