ROW,TAXON_NAME,TAXA_COARSE,NOTE
20568,Ctenophora,Ctenophora,
21096,Ctenophora,Ctenophora,
21187,Ctenophora,Ctenophora,
21287,Ctenophora,Ctenophora,
21381,Ctenophora,Ctenophora,
21467,Ctenophora,Ctenophora,
21806,Ctenophora,Ctenophora,
22157,Ctenophora,Ctenophora,
22661,Ctenophora,Ctenophora,
22771,Ctenophora,Ctenophora,
25250,Ctenophora,Ctenophora,
25606,Ctenophora,Ctenophora,
25690,Ctenophora,Ctenophora,
26054,Ctenophora,Ctenophora,
4488,Cumacea,Cumacea,
16388,Cumacea,Cumacea,
626,Cuninidae,Cnidaria,
863,Cuninidae,Cnidaria,
927,Cuninidae,Cnidaria,
1403,Cuninidae,Cnidaria,
1980,Cuninidae,Cnidaria,
2645,Cuninidae,Cnidaria,
2939,Cuninidae,Cnidaria,
3911,Cuninidae,Cnidaria,
4052,Cuninidae,Cnidaria,
7176,Cuninidae,Cnidaria,
7642,Cuninidae,Cnidaria,
8890,Cuninidae,Cnidaria,
8932,Cuninidae,Cnidaria,
8982,Cuninidae,Cnidaria,
9155,Cuninidae,Cnidaria,
9218,Cuninidae,Cnidaria,
9272,Cuninidae,Cnidaria,
10980,Cuninidae,Cnidaria,
11036,Cuninidae,Cnidaria,
11262,Cuninidae,Cnidaria,
12568,Cuninidae,Cnidaria,
12821,Cuninidae,Cnidaria,
13007,Cuninidae,Cnidaria,
13076,Cuninidae,Cnidaria,
17151,Cuninidae,Cnidaria,
20249,Cuninidae,Cnidaria,
20579,Cuninidae,Cnidaria,
23111,Cuninidae,Cnidaria,
23607,Cuninidae,Cnidaria,
23743,Cuninidae,Cnidaria,
23823,Cuninidae,Cnidaria,
23866,Cuninidae,Cnidaria,
24308,Cuninidae,Cnidaria,
9278,Cyclopoida,Copepod_small,
9872,Cyclopoida,Copepod_small,
14046,Cyclopoida,Copepod_small,
17718,Cyclopoida,Copepod_small,
17890,Cyclopoida,Copepod_small,
22430,Cyclopoida,Copepod_small,
22593,Cyclopoida,Copepod_small,
24447,Cyclopoida,Copepod_small,
25173,Cyclopoida,Copepod_small,
25262,Cyclopoida,Copepod_small,
