ROW,STAGE_NAME,STAGE_NAME_EcoDAAT,SEX_NAME
1,C6 AF,ADULT,FEMALE
2,C6 AF,ADULT,FEMALE
3,C4,C - 4 (COPEPODITE IV),
4,C5,C - 5 (COPEPODITE V),
5,C6 AF,ADULT,FEMALE
6,C6 AM,ADULT,MALE
7,C3,C - 3 (COPEPODITE III),
8,C4,C - 4 (COPEPODITE IV),
9,C5,C - 5 (COPEPODITE V),
10,C6 AF,ADULT,FEMALE
11,C3,C - 3 (COPEPODITE III),
12,C4,C - 4 (COPEPODITE IV),
13,C5,C - 5 (COPEPODITE V),
14,C6 AM,ADULT,MALE
15,C6 AF,ADULT,FEMALE
16,C3,C - 3 (COPEPODITE III),
17,C4,C - 4 (COPEPODITE IV),
18,C6 AF,ADULT,FEMALE
19,C6 AM,ADULT,MALE
20,C4,C - 4 (COPEPODITE IV),
21,C5,C - 5 (COPEPODITE V),
22,C6 AM,ADULT,MALE
23,C4,C - 4 (COPEPODITE IV),
24,C5,C - 5 (COPEPODITE V),
25,C6 AF,ADULT,FEMALE
26,C6 AM,ADULT,MALE
27,C5,C - 5 (COPEPODITE V),
28,C6 AF,ADULT,FEMALE
29,C6 AM,ADULT,MALE
30,C6 AF,ADULT,FEMALE
31,C6 AM,ADULT,MALE
32,Mat. Stg. II,,
33,Mat. Stg. III,,
34,Mat. Stg. IV,,
35,NA,,
36,Mat. Stg. II,,
37,Mat. Stg. III,,
38,NA,,
39,NA,,
40,NA,,
41,NA,,
42,NA,,
43,NA,,
44,NA,,
45,Zoea,ZOEA,
46,Zoea,ZOEA,
47,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
48,Furcilia,FURCILIA,
49,Juvenile,JUVENILE,
50,Juvenile,JUVENILE,
51,Juvenile,JUVENILE,
52,NA,,
53,Nauplius,NAUPLIUS,
54,Cyprid,CYPRIS,
55,NA,,
56,Tail,,
57,C5,C - 5 (COPEPODITE V),
58,C6 AF,ADULT,FEMALE
59,C3,C - 3 (COPEPODITE III),
60,C4,C - 4 (COPEPODITE IV),
61,C5,C - 5 (COPEPODITE V),
62,C6 AF,ADULT,FEMALE
63,C6 AM,ADULT,MALE
64,C2,C - 2 (COPEPODITE II),
65,C3,C - 3 (COPEPODITE III),
66,C4,C - 4 (COPEPODITE IV),
67,C5,C - 5 (COPEPODITE V),
68,C4,C - 4 (COPEPODITE IV),
69,C5,C - 5 (COPEPODITE V),
70,C6 AM,ADULT,MALE
71,C4,C - 4 (COPEPODITE IV),
72,C5,C - 5 (COPEPODITE V),
73,C6 AF,ADULT,FEMALE
74,C2,C - 2 (COPEPODITE II),
75,C3,C - 3 (COPEPODITE III),
76,C4,C - 4 (COPEPODITE IV),
77,C5,C - 5 (COPEPODITE V),
78,C6 AF,ADULT,FEMALE
79,C5,C - 5 (COPEPODITE V),
80,C6 AF,ADULT,FEMALE
81,C5,C - 5 (COPEPODITE V),
82,C6 AF,ADULT,FEMALE
83,C5,C - 5 (COPEPODITE V),
84,C6 AF,ADULT,FEMALE
85,C6 AM,ADULT,MALE
86,C6 AF,ADULT,FEMALE
87,C6 AM,ADULT,MALE
88,NA,,
89,NA,,
90,NA,,
91,NA,,
92,NA,,
93,NA,,
94,NA,,
95,NA,,
96,NA,,
97,Zoea,ZOEA,
98,Zoea,ZOEA,
99,Zoea,ZOEA,
100,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
101,Furcilia,FURCILIA,
102,Juvenile,JUVENILE,
103,AM,ADULT,MALE
104,Juvenile,JUVENILE,
105,Juvenile,JUVENILE,
106,AF,ADULT,FEMALE
107,Juvenile,JUVENILE,
108,AF,ADULT,FEMALE
109,AM,ADULT,MALE
110,NA,,
111,Nauplius,NAUPLIUS,
112,Zoea,ZOEA,
113,Juvenile,JUVENILE,
114,NA,,
115,C5,C - 5 (COPEPODITE V),
116,C3,C - 3 (COPEPODITE III),
117,C4,C - 4 (COPEPODITE IV),
118,C5,C - 5 (COPEPODITE V),
119,C6 AF,ADULT,FEMALE
120,C6 AM,ADULT,MALE
121,C6 AM,ADULT,MALE
122,C4,C - 4 (COPEPODITE IV),
123,C5,C - 5 (COPEPODITE V),
124,C4,C - 4 (COPEPODITE IV),
125,C5,C - 5 (COPEPODITE V),
126,C4,C - 4 (COPEPODITE IV),
127,C5,C - 5 (COPEPODITE V),
128,C6 AF,ADULT,FEMALE
129,C2,C - 2 (COPEPODITE II),
130,C3,C - 3 (COPEPODITE III),
131,C4,C - 4 (COPEPODITE IV),
132,C5,C - 5 (COPEPODITE V),
133,C6 AF,ADULT,FEMALE
134,C5,C - 5 (COPEPODITE V),
135,C6 AF,ADULT,FEMALE
136,C4,C - 4 (COPEPODITE IV),
137,C5,C - 5 (COPEPODITE V),
138,C6 AF,ADULT,FEMALE
139,C6 AM,ADULT,MALE
140,NA,,
141,NA,,
142,NA,,
143,NA,,
144,NA,,
145,NA,,
146,Zoea,ZOEA,
147,Zoea,ZOEA,
148,Zoea,ZOEA,
149,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
150,Furcilia,FURCILIA,
151,Juvenile,JUVENILE,
152,AF,ADULT,FEMALE
153,AM,ADULT,MALE
154,Juvenile,JUVENILE,
155,AF,ADULT,FEMALE
156,AM,ADULT,MALE
157,Nauplius,NAUPLIUS,
158,Zoea,ZOEA,
159,NA,,
160,Tail,,
161,C3,C - 3 (COPEPODITE III),
162,C4,C - 4 (COPEPODITE IV),
163,C5,C - 5 (COPEPODITE V),
164,C6 AF,ADULT,FEMALE
165,C5,C - 5 (COPEPODITE V),
166,C3,C - 3 (COPEPODITE III),
167,C4,C - 4 (COPEPODITE IV),
168,C5,C - 5 (COPEPODITE V),
169,C6 AM,ADULT,MALE
170,C3,C - 3 (COPEPODITE III),
171,C4,C - 4 (COPEPODITE IV),
172,C5,C - 5 (COPEPODITE V),
173,C6 AF,ADULT,FEMALE
174,C1,C - 1 (COPEPODITE I),
175,C2,C - 2 (COPEPODITE II),
176,C3,C - 3 (COPEPODITE III),
177,C4,C - 4 (COPEPODITE IV),
178,C6 AF,ADULT,FEMALE
179,C5,C - 5 (COPEPODITE V),
180,C6 AF,ADULT,FEMALE
181,NA,,
182,NA,,
183,NA,,
184,NA,,
185,NA,,
186,NA,,
187,NA,,
188,Zoea,ZOEA,
189,Zoea,ZOEA,
190,Zoea,ZOEA,
191,Zoea,ZOEA,
192,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
193,Furcilia,FURCILIA,
194,Juvenile,JUVENILE,
195,AF,ADULT,FEMALE
196,AM,ADULT,MALE
197,Juvenile,JUVENILE,
198,AM,ADULT,MALE
199,NA,,
200,Nauplius,NAUPLIUS,
201,Zoea,ZOEA,
202,NA,,
203,C6 AF,ADULT,FEMALE
204,C3,C - 3 (COPEPODITE III),
205,C4,C - 4 (COPEPODITE IV),
206,C5,C - 5 (COPEPODITE V),
207,C6 AF,ADULT,FEMALE
208,C6 AM,ADULT,MALE
209,C5,C - 5 (COPEPODITE V),
210,C4,C - 4 (COPEPODITE IV),
211,C5,C - 5 (COPEPODITE V),
212,C3,C - 3 (COPEPODITE III),
213,C4,C - 4 (COPEPODITE IV),
214,C5,C - 5 (COPEPODITE V),
215,C5,C - 5 (COPEPODITE V),
216,C6 AF,ADULT,FEMALE
217,C1,C - 1 (COPEPODITE I),
218,C2,C - 2 (COPEPODITE II),
219,C3,C - 3 (COPEPODITE III),
220,C4,C - 4 (COPEPODITE IV),
221,C5,C - 5 (COPEPODITE V),
222,C4,C - 4 (COPEPODITE IV),
223,C5,C - 5 (COPEPODITE V),
224,C6 AF,ADULT,FEMALE
225,NA,,
226,NA,,
227,NA,,
228,NA,,
229,NA,,
230,NA,,
231,Zoea,ZOEA,
232,Zoea,ZOEA,
233,Zoea,ZOEA,
234,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
235,Furcilia,FURCILIA,
236,Juvenile,JUVENILE,
237,AF,ADULT,FEMALE
238,AM,ADULT,MALE
239,AF,ADULT,FEMALE
240,AF,ADULT,FEMALE
241,AM,ADULT,MALE
242,AM,ADULT,MALE
243,NA,,
244,Cyprid,CYPRIS,
245,Zoea,ZOEA,
246,NA,,
247,C5,C - 5 (COPEPODITE V),
248,C2,C - 2 (COPEPODITE II),
249,C3,C - 3 (COPEPODITE III),
250,C4,C - 4 (COPEPODITE IV),
251,C5,C - 5 (COPEPODITE V),
252,C6 AF,ADULT,FEMALE
253,C6 AM,ADULT,MALE
254,C5,C - 5 (COPEPODITE V),
255,C3,C - 3 (COPEPODITE III),
256,C4,C - 4 (COPEPODITE IV),
257,C5,C - 5 (COPEPODITE V),
258,C5,C - 5 (COPEPODITE V),
259,C6 AM,ADULT,MALE
260,C4,C - 4 (COPEPODITE IV),
261,C5,C - 5 (COPEPODITE V),
262,C6 AM,ADULT,MALE
263,C5,C - 5 (COPEPODITE V),
264,C6 AF,ADULT,FEMALE
265,C2,C - 2 (COPEPODITE II),
266,C3,C - 3 (COPEPODITE III),
267,C4,C - 4 (COPEPODITE IV),
268,C5,C - 5 (COPEPODITE V),
269,C6 AF,ADULT,FEMALE
270,C6 AM,ADULT,MALE
271,C3,C - 3 (COPEPODITE III),
272,C5,C - 5 (COPEPODITE V),
273,C5,C - 5 (COPEPODITE V),
274,C6 AF,ADULT,FEMALE
275,C6 AM,ADULT,MALE
276,C3,C - 3 (COPEPODITE III),
277,C6 AF,ADULT,FEMALE
278,Mat. Stg. V,,
279,Mat. Stg. II,,
280,Mat. Stg. III,,
281,Mat. Stg. III,,
282,NA,,
283,NA,,
284,NA,,
285,NA,,
286,NA,,
287,Zoea,ZOEA,
288,Juvenile,JUVENILE,
289,Zoea,ZOEA,
290,Megalopa,MEGALOPAE,
291,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
292,Furcilia,FURCILIA,
293,Juvenile,JUVENILE,
294,Juvenile,JUVENILE,
295,Juvenile,JUVENILE,
296,Juvenile,JUVENILE,
297,NA,,
298,Nauplius,NAUPLIUS,
299,Juvenile,JUVENILE,
300,Juvenile,JUVENILE,
301,NA,,
302,Tail,,
303,C5,C - 5 (COPEPODITE V),
304,C4,C - 4 (COPEPODITE IV),
305,C5,C - 5 (COPEPODITE V),
306,C6 AM,ADULT,MALE
307,C6 AF,ADULT,FEMALE
308,C3,C - 3 (COPEPODITE III),
309,C4,C - 4 (COPEPODITE IV),
310,C5,C - 5 (COPEPODITE V),
311,C6 AF,ADULT,FEMALE
312,C6 AM,ADULT,MALE
313,C2,C - 2 (COPEPODITE II),
314,C3,C - 3 (COPEPODITE III),
315,C4,C - 4 (COPEPODITE IV),
316,C5,C - 5 (COPEPODITE V),
317,C4,C - 4 (COPEPODITE IV),
318,C5,C - 5 (COPEPODITE V),
319,C3,C - 3 (COPEPODITE III),
320,C4,C - 4 (COPEPODITE IV),
321,C5,C - 5 (COPEPODITE V),
322,C5,C - 5 (COPEPODITE V),
323,C6 AF,ADULT,FEMALE
324,C5,C - 5 (COPEPODITE V),
325,C6 AF,ADULT,FEMALE
326,C6 AM,ADULT,MALE
327,C1,C - 1 (COPEPODITE I),
328,C2,C - 2 (COPEPODITE II),
329,C3,C - 3 (COPEPODITE III),
330,C4,C - 4 (COPEPODITE IV),
331,C5,C - 5 (COPEPODITE V),
332,C6 AF,ADULT,FEMALE
333,C3,C - 3 (COPEPODITE III),
334,C4,C - 4 (COPEPODITE IV),
335,C5,C - 5 (COPEPODITE V),
336,C6 AF,ADULT,FEMALE
337,C4,C - 4 (COPEPODITE IV),
338,C5,C - 5 (COPEPODITE V),
339,C6 AF,ADULT,FEMALE
340,C6 AF,ADULT,FEMALE
341,C4,C - 4 (COPEPODITE IV),
342,NA,,
343,NA,,
344,NA,,
345,NA,,
346,NA,,
347,NA,,
348,NA,,
349,NA,,
350,NA,,
351,Zoea,ZOEA,
352,Zoea,ZOEA,
353,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
354,Furcilia,FURCILIA,
355,Juvenile,JUVENILE,
356,AM,ADULT,MALE
357,AF,ADULT,FEMALE
358,AM,ADULT,MALE
359,Juvenile,JUVENILE,
360,Juvenile,JUVENILE,
361,AM,ADULT,MALE
362,AF,ADULT,FEMALE
363,NA,,
364,Cyprid,CYPRIS,
365,Zoea,ZOEA,
366,NA,,
367,NA,,
368,C5,C - 5 (COPEPODITE V),
369,C6 AF,ADULT,FEMALE
370,C5,C - 5 (COPEPODITE V),
371,C6 AM,ADULT,MALE
372,C3,C - 3 (COPEPODITE III),
373,C4,C - 4 (COPEPODITE IV),
374,C5,C - 5 (COPEPODITE V),
375,C6 AF,ADULT,FEMALE
376,C6 AM,ADULT,MALE
377,C2,C - 2 (COPEPODITE II),
378,C3,C - 3 (COPEPODITE III),
379,C4,C - 4 (COPEPODITE IV),
380,C5,C - 5 (COPEPODITE V),
381,C4,C - 4 (COPEPODITE IV),
382,C5,C - 5 (COPEPODITE V),
383,C3,C - 3 (COPEPODITE III),
384,C4,C - 4 (COPEPODITE IV),
385,C5,C - 5 (COPEPODITE V),
386,C5,C - 5 (COPEPODITE V),
387,C6 AF,ADULT,FEMALE
388,C6 AM,ADULT,MALE
389,C1,C - 1 (COPEPODITE I),
390,C2,C - 2 (COPEPODITE II),
391,C3,C - 3 (COPEPODITE III),
392,C4,C - 4 (COPEPODITE IV),
393,C6 AF,ADULT,FEMALE
394,C4,C - 4 (COPEPODITE IV),
395,C5,C - 5 (COPEPODITE V),
396,C5,C - 5 (COPEPODITE V),
397,C6 AF,ADULT,FEMALE
398,C6 AF,ADULT,FEMALE
399,NA,,
400,NA,,
401,NA,,
402,NA,,
403,NA,,
404,NA,,
405,NA,,
406,NA,,
407,NA,,
408,Zoea,ZOEA,
409,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
410,Furcilia,FURCILIA,
411,Juvenile,JUVENILE,
412,AF,ADULT,FEMALE
413,AM,ADULT,MALE
414,Juvenile,JUVENILE,
415,AF,ADULT,FEMALE
416,AM,ADULT,MALE
417,AF,ADULT,FEMALE
418,AM,ADULT,MALE
419,Juvenile,JUVENILE,
420,AF,ADULT,FEMALE
421,AM,ADULT,MALE
422,NA,,
423,Nauplius,NAUPLIUS,
424,NA,,
425,NA,,
426,NA,,
427,C6 AM,ADULT,MALE
428,Nurse,,
429,C5,C - 5 (COPEPODITE V),
430,C6 AM,ADULT,MALE
431,C3,C - 3 (COPEPODITE III),
432,C4,C - 4 (COPEPODITE IV),
433,C5,C - 5 (COPEPODITE V),
434,C6 AF,ADULT,FEMALE
435,C6 AM,ADULT,MALE
436,C1,C - 1 (COPEPODITE I),
437,C2,C - 2 (COPEPODITE II),
438,C4,C - 4 (COPEPODITE IV),
439,C5,C - 5 (COPEPODITE V),
440,C3,C - 3 (COPEPODITE III),
441,C4,C - 4 (COPEPODITE IV),
442,C5,C - 5 (COPEPODITE V),
443,C3,C - 3 (COPEPODITE III),
444,C4,C - 4 (COPEPODITE IV),
445,C5,C - 5 (COPEPODITE V),
446,C4,C - 4 (COPEPODITE IV),
447,C6 AF,ADULT,FEMALE
448,C1,C - 1 (COPEPODITE I),
449,C2,C - 2 (COPEPODITE II),
450,C3,C - 3 (COPEPODITE III),
451,C4,C - 4 (COPEPODITE IV),
452,C5,C - 5 (COPEPODITE V),
453,C4,C - 4 (COPEPODITE IV),
454,C5,C - 5 (COPEPODITE V),
455,C6 AF,ADULT,FEMALE
456,NA,,
457,NA,,
458,NA,,
459,NA,,
460,NA,,
461,NA,,
462,NA,,
463,NA,,
464,NA,,
465,NA,,
466,Zoea,ZOEA,
467,Zoea,ZOEA,
468,Zoea,ZOEA,
469,Zoea,ZOEA,
470,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
471,Furcilia,FURCILIA,
472,Juvenile,JUVENILE,
473,AF,ADULT,FEMALE
474,AM,ADULT,MALE
475,AF,ADULT,FEMALE
476,AM,ADULT,MALE
477,AM,ADULT,MALE
478,Juvenile,JUVENILE,
479,AF,ADULT,FEMALE
480,AM,ADULT,MALE
481,NA,,
482,Zoea,ZOEA,
483,NA,,
484,NA,,
485,Nurse,,
486,C5,C - 5 (COPEPODITE V),
487,C2,C - 2 (COPEPODITE II),
488,C3,C - 3 (COPEPODITE III),
489,C4,C - 4 (COPEPODITE IV),
490,C5,C - 5 (COPEPODITE V),
491,C6 AF,ADULT,FEMALE
492,C6 AM,ADULT,MALE
493,C5,C - 5 (COPEPODITE V),
494,C3,C - 3 (COPEPODITE III),
495,C4,C - 4 (COPEPODITE IV),
496,C5,C - 5 (COPEPODITE V),
497,C3,C - 3 (COPEPODITE III),
498,C4,C - 4 (COPEPODITE IV),
499,C5,C - 5 (COPEPODITE V),
500,C4,C - 4 (COPEPODITE IV),
501,C6 AF,ADULT,FEMALE
502,C1,C - 1 (COPEPODITE I),
503,C2,C - 2 (COPEPODITE II),
504,C3,C - 3 (COPEPODITE III),
505,C4,C - 4 (COPEPODITE IV),
506,C5,C - 5 (COPEPODITE V),
507,C5,C - 5 (COPEPODITE V),
508,C5,C - 5 (COPEPODITE V),
509,C6 AF,ADULT,FEMALE
510,NA,,
511,NA,,
512,NA,,
513,NA,,
514,NA,,
515,NA,,
516,NA,,
517,NA,,
518,NA,,
519,Zoea,ZOEA,
520,Zoea,ZOEA,
521,Zoea,ZOEA,
522,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
523,Furcilia,FURCILIA,
524,Juvenile,JUVENILE,
525,AF,ADULT,FEMALE
526,AM,ADULT,MALE
527,AF,ADULT,FEMALE
528,AM,ADULT,MALE
529,AF,ADULT,FEMALE
530,AM,ADULT,MALE
531,Juvenile,JUVENILE,
532,AF,ADULT,FEMALE
533,AM,ADULT,MALE
534,NA,,
535,Cyprid,CYPRIS,
536,Zoea,ZOEA,
537,NA,,
538,Nurse,,
539,C5,C - 5 (COPEPODITE V),
540,C6 AF,ADULT,FEMALE
541,C6 AF,ADULT,FEMALE
542,C6 AF,ADULT,FEMALE
543,C4,C - 4 (COPEPODITE IV),
544,C4,C - 4 (COPEPODITE IV),
545,C4,C - 4 (COPEPODITE IV),
546,C6 AM,ADULT,MALE
547,C6 AM,ADULT,MALE
548,C3,C - 3 (COPEPODITE III),
549,C4,C - 4 (COPEPODITE IV),
550,C5,C - 5 (COPEPODITE V),
551,C6 AF,ADULT,FEMALE
552,C5,C - 5 (COPEPODITE V),
553,C4,C - 4 (COPEPODITE IV),
554,C5,C - 5 (COPEPODITE V),
555,C6 AM,ADULT,MALE
556,C3,C - 3 (COPEPODITE III),
557,C4,C - 4 (COPEPODITE IV),
558,C5,C - 5 (COPEPODITE V),
559,C6 AF,ADULT,FEMALE
560,C6 AM,ADULT,MALE
561,C6 AF,ADULT,FEMALE
562,C6 AM,ADULT,MALE
563,C2,C - 2 (COPEPODITE II),
564,C3,C - 3 (COPEPODITE III),
565,C4,C - 4 (COPEPODITE IV),
566,C5,C - 5 (COPEPODITE V),
567,C5,C - 5 (COPEPODITE V),
568,C6 AF,ADULT,FEMALE
569,C5,C - 5 (COPEPODITE V),
570,C5,C - 5 (COPEPODITE V),
571,C6 AF,ADULT,FEMALE
572,C4,C - 4 (COPEPODITE IV),
573,C6 AF,ADULT,FEMALE
574,C6 AM,ADULT,MALE
575,NA,,
576,Mat. Stg. I,,
577,Mat. Stg. II,,
578,Mat. Stg. III,,
579,NA,,
580,NA,,
581,NA,,
582,NA,,
583,NA,,
584,Zoea,ZOEA,
585,Zoea,ZOEA,
586,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
587,Furcilia,FURCILIA,
588,Juvenile,JUVENILE,
589,Juvenile,JUVENILE,
590,Juvenile,JUVENILE,
591,NA,,
592,NA,,
593,Tail,,
594,C5,C - 5 (COPEPODITE V),
595,C6 AF,ADULT,FEMALE
596,C6 AM,ADULT,MALE
597,Nurse,,
598,C3,C - 3 (COPEPODITE III),
599,C4,C - 4 (COPEPODITE IV),
600,C5,C - 5 (COPEPODITE V),
601,C2,C - 2 (COPEPODITE II),
602,C2,C - 2 (COPEPODITE II),
603,C3,C - 3 (COPEPODITE III),
604,C4,C - 4 (COPEPODITE IV),
605,C5,C - 5 (COPEPODITE V),
606,C4,C - 4 (COPEPODITE IV),
607,C5,C - 5 (COPEPODITE V),
608,C3,C - 3 (COPEPODITE III),
609,C4,C - 4 (COPEPODITE IV),
610,C5,C - 5 (COPEPODITE V),
611,C6 AF,ADULT,FEMALE
612,C1,C - 1 (COPEPODITE I),
613,C2,C - 2 (COPEPODITE II),
614,C3,C - 3 (COPEPODITE III),
615,C4,C - 4 (COPEPODITE IV),
616,C5,C - 5 (COPEPODITE V),
617,C6 AF,ADULT,FEMALE
618,C5,C - 5 (COPEPODITE V),
619,C6 AF,ADULT,FEMALE
620,C6 AM,ADULT,MALE
621,C6 AF,ADULT,FEMALE
622,C6 AF,ADULT,FEMALE
623,C6 AF,ADULT,FEMALE
624,C6 AF,ADULT,FEMALE
625,C6 AM,ADULT,MALE
626,NA,,
627,NA,,
628,NA,,
629,NA,,
630,NA,,
631,NA,,
632,NA,,
633,NA,,
634,NA,,
635,Zoea,ZOEA,
636,Zoea,ZOEA,
637,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
638,Furcilia,FURCILIA,
639,Juvenile,JUVENILE,
640,AF,ADULT,FEMALE
641,AM,ADULT,MALE
642,AF,ADULT,FEMALE
643,AM,ADULT,MALE
644,Juvenile,JUVENILE,
645,AF,ADULT,FEMALE
646,AM,ADULT,MALE
647,AM,ADULT,MALE
648,NA,,
649,NA,,
650,NA,,
651,C5,C - 5 (COPEPODITE V),
652,NA,,
653,Nurse,,
654,C3,C - 3 (COPEPODITE III),
655,C4,C - 4 (COPEPODITE IV),
656,C5,C - 5 (COPEPODITE V),
657,C6 AF,ADULT,FEMALE
658,C2,C - 2 (COPEPODITE II),
659,C3,C - 3 (COPEPODITE III),
660,C4,C - 4 (COPEPODITE IV),
661,C3,C - 3 (COPEPODITE III),
662,C4,C - 4 (COPEPODITE IV),
663,C5,C - 5 (COPEPODITE V),
664,C3,C - 3 (COPEPODITE III),
665,C4,C - 4 (COPEPODITE IV),
666,C5,C - 5 (COPEPODITE V),
667,C3,C - 3 (COPEPODITE III),
668,C4,C - 4 (COPEPODITE IV),
669,C5,C - 5 (COPEPODITE V),
670,C6 AF,ADULT,FEMALE
671,C2,C - 2 (COPEPODITE II),
672,C3,C - 3 (COPEPODITE III),
673,C4,C - 4 (COPEPODITE IV),
674,C5,C - 5 (COPEPODITE V),
675,C6 AF,ADULT,FEMALE
676,C6 AF,ADULT,FEMALE
677,C6 AF,ADULT,FEMALE
678,C6 AF,ADULT,FEMALE
679,C6 AM,ADULT,MALE
680,NA,,
681,NA,,
682,NA,,
683,NA,,
684,NA,,
685,NA,,
686,NA,,
687,NA,,
688,NA,,
689,Zoea,ZOEA,
690,Zoea,ZOEA,
691,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
692,Furcilia,FURCILIA,
693,Juvenile,JUVENILE,
694,AF,ADULT,FEMALE
695,AM,ADULT,MALE
696,AM,ADULT,MALE
697,Juvenile,JUVENILE,
698,AM,ADULT,MALE
699,NA,,
700,Zoea,ZOEA,
701,NA,,
702,NA,,
703,C5,C - 5 (COPEPODITE V),
704,NA,,
705,Nurse,,
706,C3,C - 3 (COPEPODITE III),
707,C4,C - 4 (COPEPODITE IV),
708,C5,C - 5 (COPEPODITE V),
709,C6 AF,ADULT,FEMALE
710,C2,C - 2 (COPEPODITE II),
711,C5,C - 5 (COPEPODITE V),
712,C3,C - 3 (COPEPODITE III),
713,C4,C - 4 (COPEPODITE IV),
714,C5,C - 5 (COPEPODITE V),
715,C3,C - 3 (COPEPODITE III),
716,C4,C - 4 (COPEPODITE IV),
717,C5,C - 5 (COPEPODITE V),
718,C6 AF,ADULT,FEMALE
719,C1,C - 1 (COPEPODITE I),
720,C2,C - 2 (COPEPODITE II),
721,C3,C - 3 (COPEPODITE III),
722,C4,C - 4 (COPEPODITE IV),
723,C6 AF,ADULT,FEMALE
724,C6 AF,ADULT,FEMALE
725,NA,,
726,NA,,
727,NA,,
728,NA,,
729,NA,,
730,NA,,
731,NA,,
732,NA,,
733,NA,,
734,Zoea,ZOEA,
735,Zoea,ZOEA,
736,Zoea,ZOEA,
737,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
738,Furcilia,FURCILIA,
739,Juvenile,JUVENILE,
740,AF,ADULT,FEMALE
741,AM,ADULT,MALE
742,Juvenile,JUVENILE,
743,AF,ADULT,FEMALE
744,AM,ADULT,MALE
745,Juvenile,JUVENILE,
746,AF,ADULT,FEMALE
747,AM,ADULT,MALE
748,AF,ADULT,FEMALE
749,Juvenile,JUVENILE,
750,NA,,
751,Cyprid,CYPRIS,
752,Zoea,ZOEA,
753,NA,,
754,NA,,
755,NA,,
756,C5,C - 5 (COPEPODITE V),
757,Nurse,,
758,C3,C - 3 (COPEPODITE III),
759,C5,C - 5 (COPEPODITE V),
760,C6 AF,ADULT,FEMALE
761,C2,C - 2 (COPEPODITE II),
762,C5,C - 5 (COPEPODITE V),
763,C4,C - 4 (COPEPODITE IV),
764,C5,C - 5 (COPEPODITE V),
765,C3,C - 3 (COPEPODITE III),
766,C4,C - 4 (COPEPODITE IV),
767,C5,C - 5 (COPEPODITE V),
768,C6 AM,ADULT,MALE
769,C4,C - 4 (COPEPODITE IV),
770,C5,C - 5 (COPEPODITE V),
771,C6 AF,ADULT,FEMALE
772,C1,C - 1 (COPEPODITE I),
773,C2,C - 2 (COPEPODITE II),
774,C3,C - 3 (COPEPODITE III),
775,C4,C - 4 (COPEPODITE IV),
776,C5,C - 5 (COPEPODITE V),
777,C6 AF,ADULT,FEMALE
778,NA,,
779,NA,,
780,NA,,
781,NA,,
782,NA,,
783,NA,,
784,NA,,
785,NA,,
786,NA,,
787,NA,,
788,NA,,
789,Zoea,ZOEA,
790,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
791,Furcilia,FURCILIA,
792,AF,ADULT,FEMALE
793,AM,ADULT,MALE
794,Juvenile,JUVENILE,
795,AF,ADULT,FEMALE
796,AM,ADULT,MALE
797,NA,,
798,Nauplius,NAUPLIUS,
799,Zoea,ZOEA,
800,NA,,
801,NA,,
802,NA,,
803,C5,C - 5 (COPEPODITE V),
804,Nurse,,
805,C5,C - 5 (COPEPODITE V),
806,C6 AF,ADULT,FEMALE
807,C3,C - 3 (COPEPODITE III),
808,C4,C - 4 (COPEPODITE IV),
809,C5,C - 5 (COPEPODITE V),
810,C6 AF,ADULT,FEMALE
811,C4,C - 4 (COPEPODITE IV),
812,C5,C - 5 (COPEPODITE V),
813,C3,C - 3 (COPEPODITE III),
814,C3,C - 3 (COPEPODITE III),
815,C4,C - 4 (COPEPODITE IV),
816,C5,C - 5 (COPEPODITE V),
817,C4,C - 4 (COPEPODITE IV),
818,C5,C - 5 (COPEPODITE V),
819,C6 AF,ADULT,FEMALE
820,C6 AM,ADULT,MALE
821,C2,C - 2 (COPEPODITE II),
822,C2,C - 2 (COPEPODITE II),
823,C3,C - 3 (COPEPODITE III),
824,C4,C - 4 (COPEPODITE IV),
825,C6 AF,ADULT,FEMALE
826,C6 AM,ADULT,MALE
827,C4,C - 4 (COPEPODITE IV),
828,C4,C - 4 (COPEPODITE IV),
829,C5,C - 5 (COPEPODITE V),
830,C6 AF,ADULT,FEMALE
831,C5,C - 5 (COPEPODITE V),
832,C6 AF,ADULT,FEMALE
833,C6 AM,ADULT,MALE
834,C5,C - 5 (COPEPODITE V),
835,C6 AF,ADULT,FEMALE
836,C5,C - 5 (COPEPODITE V),
837,C6 AF,ADULT,FEMALE
838,C5,C - 5 (COPEPODITE V),
839,C6 AF,ADULT,FEMALE
