ROW,STAGE_NAME,STAGE_NAME_EcoDAAT,SEX_NAME
8356,C4,C - 4 (COPEPODITE IV),
8357,C5,C - 5 (COPEPODITE V),
8358,C6 AF,ADULT,FEMALE
8359,C1,C - 1 (COPEPODITE I),
8360,C2,C - 2 (COPEPODITE II),
8361,C3,C - 3 (COPEPODITE III),
8362,C4,C - 4 (COPEPODITE IV),
8363,C5,C - 5 (COPEPODITE V),
8364,C4,C - 4 (COPEPODITE IV),
8365,C4,C - 4 (COPEPODITE IV),
8366,C5,C - 5 (COPEPODITE V),
8367,C3,C - 3 (COPEPODITE III),
8368,C4,C - 4 (COPEPODITE IV),
8369,C5,C - 5 (COPEPODITE V),
8370,C6 AF,ADULT,FEMALE
8371,C1,C - 1 (COPEPODITE I),
8372,C2,C - 2 (COPEPODITE II),
8373,C3,C - 3 (COPEPODITE III),
8374,C4,C - 4 (COPEPODITE IV),
8375,C5,C - 5 (COPEPODITE V),
8376,C6 AM,ADULT,MALE
8377,C6 AF,ADULT,FEMALE
8378,C6 AF,ADULT,FEMALE
8379,C3,C - 3 (COPEPODITE III),
8380,C4,C - 4 (COPEPODITE IV),
8381,C5,C - 5 (COPEPODITE V),
8382,C6 AF,ADULT,FEMALE
8383,C1,C - 1 (COPEPODITE I),
8384,C2,C - 2 (COPEPODITE II),
8385,C3,C - 3 (COPEPODITE III),
8386,C4,C - 4 (COPEPODITE IV),
8387,C1-5,C-1 TO C-5,
8388,C6 AF,ADULT,FEMALE
8389,C6 AM,ADULT,MALE
8390,C1-5,C-1 TO C-5,
8391,C6 AF,ADULT,FEMALE
8392,C1-5,C-1 TO C-5,
8393,C6 AF,ADULT,FEMALE
8394,C2,C - 2 (COPEPODITE II),
8395,C3,C - 3 (COPEPODITE III),
8396,C4,C - 4 (COPEPODITE IV),
8397,C5,C - 5 (COPEPODITE V),
8398,C6 AF,ADULT,FEMALE
8399,C6 AM,ADULT,MALE
8400,NA,,
8401,NA,,
8402,NA,,
8403,NA,,
8404,NA,,
8405,NA,,
8406,NA,,
8407,NA,,
8408,NA,,
8409,NA,,
8410,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
8411,NA,,
8412,C1,C - 1 (COPEPODITE I),
8413,C2,C - 2 (COPEPODITE II),
8414,C3,C - 3 (COPEPODITE III),
8415,C4,C - 4 (COPEPODITE IV),
8416,C5,C - 5 (COPEPODITE V),
8417,C5,C - 5 (COPEPODITE V),
8418,C6 AF,ADULT,FEMALE
8419,C6 AM,ADULT,MALE
8420,C1,C - 1 (COPEPODITE I),
8421,C3,C - 3 (COPEPODITE III),
8422,C5,C - 5 (COPEPODITE V),
8423,C6 AF,ADULT,FEMALE
8424,C1,C - 1 (COPEPODITE I),
8425,C2,C - 2 (COPEPODITE II),
8426,C3,C - 3 (COPEPODITE III),
8427,C4,C - 4 (COPEPODITE IV),
8428,C5,C - 5 (COPEPODITE V),
8429,C6 AF,ADULT,FEMALE
8430,C6 AM,ADULT,MALE
8431,C1,C - 1 (COPEPODITE I),
8432,C1,C - 1 (COPEPODITE I),
8433,C2,C - 2 (COPEPODITE II),
8434,C3,C - 3 (COPEPODITE III),
8435,C4,C - 4 (COPEPODITE IV),
8436,C5,C - 5 (COPEPODITE V),
8437,C5,C - 5 (COPEPODITE V),
8438,C6 AF,ADULT,FEMALE
8439,C5,C - 5 (COPEPODITE V),
8440,C6 AF,ADULT,FEMALE
8441,C3,C - 3 (COPEPODITE III),
8442,C4,C - 4 (COPEPODITE IV),
8443,C5,C - 5 (COPEPODITE V),
8444,C6 AF,ADULT,FEMALE
8445,C1,C - 1 (COPEPODITE I),
8446,C2,C - 2 (COPEPODITE II),
8447,C3,C - 3 (COPEPODITE III),
8448,C4,C - 4 (COPEPODITE IV),
8449,C5,C - 5 (COPEPODITE V),
8450,C6 AM,ADULT,MALE
8451,C6 AF,ADULT,FEMALE
8452,C6 AF,ADULT,FEMALE
8453,C4,C - 4 (COPEPODITE IV),
8454,C5,C - 5 (COPEPODITE V),
8455,C2,C - 2 (COPEPODITE II),
8456,C3,C - 3 (COPEPODITE III),
8457,C1,C - 1 (COPEPODITE I),
8458,C2,C - 2 (COPEPODITE II),
8459,C3,C - 3 (COPEPODITE III),
8460,C6 AF,ADULT,FEMALE
8461,C5,C - 5 (COPEPODITE V),
8462,C1-5,C-1 TO C-5,
8463,C6 AF,ADULT,FEMALE
8464,C6 AM,ADULT,MALE
8465,C1-5,C-1 TO C-5,
8466,C6 AF,ADULT,FEMALE
8467,C1-5,C-1 TO C-5,
8468,C6 AF,ADULT,FEMALE
8469,C2,C - 2 (COPEPODITE II),
8470,C3,C - 3 (COPEPODITE III),
8471,C4,C - 4 (COPEPODITE IV),
8472,C5,C - 5 (COPEPODITE V),
8473,C6 AF,ADULT,FEMALE
8474,C6 AM,ADULT,MALE
8475,C3,C - 3 (COPEPODITE III),
8476,C4,C - 4 (COPEPODITE IV),
8477,C5,C - 5 (COPEPODITE V),
8478,NA,,
8479,NA,,
8480,NA,,
8481,NA,,
8482,NA,,
8483,NA,,
8484,NA,,
8485,NA,,
8486,NA,,
8487,NA,,
8488,NA,,
8489,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
8490,Cyprid,CYPRIS,
8491,NA,,
8492,C1,C - 1 (COPEPODITE I),
8493,C2,C - 2 (COPEPODITE II),
8494,C3,C - 3 (COPEPODITE III),
8495,C4,C - 4 (COPEPODITE IV),
8496,C5,C - 5 (COPEPODITE V),
8497,C6 AM,ADULT,MALE
8498,C5,C - 5 (COPEPODITE V),
8499,C6 AF,ADULT,FEMALE
8500,C6 AM,ADULT,MALE
8501,C4,C - 4 (COPEPODITE IV),
8502,C5,C - 5 (COPEPODITE V),
8503,C2,C - 2 (COPEPODITE II),
8504,C3,C - 3 (COPEPODITE III),
8505,C6 AF,ADULT,FEMALE
8506,C1,C - 1 (COPEPODITE I),
8507,C2,C - 2 (COPEPODITE II),
8508,C3,C - 3 (COPEPODITE III),
8509,C4,C - 4 (COPEPODITE IV),
8510,C5,C - 5 (COPEPODITE V),
8511,C4,C - 4 (COPEPODITE IV),
8512,C5,C - 5 (COPEPODITE V),
8513,C6 AF,ADULT,FEMALE
8514,C1,C - 1 (COPEPODITE I),
8515,C4,C - 4 (COPEPODITE IV),
8516,C5,C - 5 (COPEPODITE V),
8517,C6 AF,ADULT,FEMALE
8518,C3,C - 3 (COPEPODITE III),
8519,C4,C - 4 (COPEPODITE IV),
8520,C5,C - 5 (COPEPODITE V),
8521,C1,C - 1 (COPEPODITE I),
8522,C2,C - 2 (COPEPODITE II),
8523,C3,C - 3 (COPEPODITE III),
8524,C4,C - 4 (COPEPODITE IV),
8525,C5,C - 5 (COPEPODITE V),
8526,C6 AM,ADULT,MALE
8527,C6 AF,ADULT,FEMALE
8528,C6 AF,ADULT,FEMALE
8529,C3,C - 3 (COPEPODITE III),
8530,C4,C - 4 (COPEPODITE IV),
8531,C5,C - 5 (COPEPODITE V),
8532,C2,C - 2 (COPEPODITE II),
8533,C3,C - 3 (COPEPODITE III),
8534,C1,C - 1 (COPEPODITE I),
8535,C2,C - 2 (COPEPODITE II),
8536,C3,C - 3 (COPEPODITE III),
8537,C4,C - 4 (COPEPODITE IV),
8538,C5,C - 5 (COPEPODITE V),
8539,C6 AF,ADULT,FEMALE
8540,C1-5,C-1 TO C-5,
8541,C6 AF,ADULT,FEMALE
8542,C6 AM,ADULT,MALE
8543,C1-5,C-1 TO C-5,
8544,C6 AF,ADULT,FEMALE
8545,C1-5,C-1 TO C-5,
8546,C6 AF,ADULT,FEMALE
8547,C1,C - 1 (COPEPODITE I),
8548,C2,C - 2 (COPEPODITE II),
8549,C3,C - 3 (COPEPODITE III),
8550,C4,C - 4 (COPEPODITE IV),
8551,C5,C - 5 (COPEPODITE V),
8552,C6 AF,ADULT,FEMALE
8553,C6 AM,ADULT,MALE
8554,C3,C - 3 (COPEPODITE III),
8555,C4,C - 4 (COPEPODITE IV),
8556,C5,C - 5 (COPEPODITE V),
8557,C6 AF,ADULT,FEMALE
8558,NA,,
8559,NA,,
8560,NA,,
8561,NA,,
8562,NA,,
8563,NA,,
8564,NA,,
8565,NA,,
8566,NA,,
8567,NA,,
8568,NA,,
8569,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
8570,Furcilia,FURCILIA,
8571,Juvenile,JUVENILE,
8572,Juvenile,JUVENILE,
8573,Juvenile,JUVENILE,
8574,NA,,
8575,C1,C - 1 (COPEPODITE I),
8576,C2,C - 2 (COPEPODITE II),
8577,C3,C - 3 (COPEPODITE III),
8578,C4,C - 4 (COPEPODITE IV),
8579,C5,C - 5 (COPEPODITE V),
8580,C5,C - 5 (COPEPODITE V),
8581,C6 AF,ADULT,FEMALE
8582,C6 AM,ADULT,MALE
8583,C5,C - 5 (COPEPODITE V),
8584,C1,C - 1 (COPEPODITE I),
8585,C2,C - 2 (COPEPODITE II),
8586,C4,C - 4 (COPEPODITE IV),
8587,C5,C - 5 (COPEPODITE V),
8588,C6 AF,ADULT,FEMALE
8589,C3,C - 3 (COPEPODITE III),
8590,C4,C - 4 (COPEPODITE IV),
8591,C6 AF,ADULT,FEMALE
8592,C6 AM,ADULT,MALE
8593,C4,C - 4 (COPEPODITE IV),
8594,C6 AF,ADULT,FEMALE
8595,C6 AF,ADULT,FEMALE
8596,C2,C - 2 (COPEPODITE II),
8597,C3,C - 3 (COPEPODITE III),
8598,C4,C - 4 (COPEPODITE IV),
8599,C5,C - 5 (COPEPODITE V),
8600,C6 AM,ADULT,MALE
8601,C3,C - 3 (COPEPODITE III),
8602,C4,C - 4 (COPEPODITE IV),
8603,C5,C - 5 (COPEPODITE V),
8604,C1,C - 1 (COPEPODITE I),
8605,C2,C - 2 (COPEPODITE II),
8606,C3,C - 3 (COPEPODITE III),
8607,C4,C - 4 (COPEPODITE IV),
8608,C5,C - 5 (COPEPODITE V),
8609,C6 AM,ADULT,MALE
8610,C6 AF,ADULT,FEMALE
8611,C6 AF,ADULT,FEMALE
8612,C3,C - 3 (COPEPODITE III),
8613,C4,C - 4 (COPEPODITE IV),
8614,C6 AF,ADULT,FEMALE
8615,C1,C - 1 (COPEPODITE I),
8616,C2,C - 2 (COPEPODITE II),
8617,C3,C - 3 (COPEPODITE III),
8618,C1-5,C-1 TO C-5,
8619,C6 AF,ADULT,FEMALE
8620,C6 AM,ADULT,MALE
8621,C1-5,C-1 TO C-5,
8622,C6 AF,ADULT,FEMALE
8623,C1-5,C-1 TO C-5,
8624,C6 AF,ADULT,FEMALE
8625,C2,C - 2 (COPEPODITE II),
8626,C3,C - 3 (COPEPODITE III),
8627,C4,C - 4 (COPEPODITE IV),
8628,C5,C - 5 (COPEPODITE V),
8629,C4,C - 4 (COPEPODITE IV),
8630,C5,C - 5 (COPEPODITE V),
8631,NA,,
8632,NA,,
8633,NA,,
8634,NA,,
8635,NA,,
8636,NA,,
8637,NA,,
8638,NA,,
8639,NA,,
8640,C1,C - 1 (COPEPODITE I),
8641,C2,C - 2 (COPEPODITE II),
8642,C3,C - 3 (COPEPODITE III),
8643,C4,C - 4 (COPEPODITE IV),
8644,C5,C - 5 (COPEPODITE V),
8645,C6 AF,ADULT,FEMALE
8646,C6 AM,ADULT,MALE
8647,C3,C - 3 (COPEPODITE III),
8648,C5,C - 5 (COPEPODITE V),
8649,C1,C - 1 (COPEPODITE I),
8650,C2,C - 2 (COPEPODITE II),
8651,C3,C - 3 (COPEPODITE III),
8652,C4,C - 4 (COPEPODITE IV),
8653,C5,C - 5 (COPEPODITE V),
8654,C6 AF,ADULT,FEMALE
8655,C2,C - 2 (COPEPODITE II),
8656,C3,C - 3 (COPEPODITE III),
8657,C4,C - 4 (COPEPODITE IV),
8658,C5,C - 5 (COPEPODITE V),
8659,C6 AF,ADULT,FEMALE
8660,C6 AM,ADULT,MALE
8661,C1,C - 1 (COPEPODITE I),
8662,C2,C - 2 (COPEPODITE II),
8663,C4,C - 4 (COPEPODITE IV),
8664,C5,C - 5 (COPEPODITE V),
8665,C6 AF,ADULT,FEMALE
8666,C6 AM,ADULT,MALE
8667,C3,C - 3 (COPEPODITE III),
8668,C4,C - 4 (COPEPODITE IV),
8669,C5,C - 5 (COPEPODITE V),
8670,C6 AF,ADULT,FEMALE
8671,C1,C - 1 (COPEPODITE I),
8672,C2,C - 2 (COPEPODITE II),
8673,C3,C - 3 (COPEPODITE III),
8674,C4,C - 4 (COPEPODITE IV),
8675,C5,C - 5 (COPEPODITE V),
8676,C6 AM,ADULT,MALE
8677,C6 AF,ADULT,FEMALE
8678,C6 AF,ADULT,FEMALE
8679,C4,C - 4 (COPEPODITE IV),
8680,C5,C - 5 (COPEPODITE V),
8681,C2,C - 2 (COPEPODITE II),
8682,C1,C - 1 (COPEPODITE I),
8683,C2,C - 2 (COPEPODITE II),
8684,C3,C - 3 (COPEPODITE III),
8685,C4,C - 4 (COPEPODITE IV),
8686,C5,C - 5 (COPEPODITE V),
8687,C1-5,C-1 TO C-5,
8688,C6 AF,ADULT,FEMALE
8689,C6 AM,ADULT,MALE
8690,C1-5,C-1 TO C-5,
8691,C6 AF,ADULT,FEMALE
8692,C1-5,C-1 TO C-5,
8693,C6 AF,ADULT,FEMALE
8694,C2,C - 2 (COPEPODITE II),
8695,C3,C - 3 (COPEPODITE III),
8696,C4,C - 4 (COPEPODITE IV),
8697,C5,C - 5 (COPEPODITE V),
8698,C3,C - 3 (COPEPODITE III),
8699,C4,C - 4 (COPEPODITE IV),
8700,C5,C - 5 (COPEPODITE V),
8701,C6 AM,ADULT,MALE
8702,NA,,
8703,NA,,
8704,NA,,
8705,NA,,
8706,0,NA,
8707,NA,,
8708,NA,,
8709,NA,,
8710,NA,,
8711,NA,,
8712,C1,C - 1 (COPEPODITE I),
8713,C2,C - 2 (COPEPODITE II),
8714,C3,C - 3 (COPEPODITE III),
8715,C4,C - 4 (COPEPODITE IV),
8716,C5,C - 5 (COPEPODITE V),
8717,C6 AF,ADULT,FEMALE
8718,C6 AM,ADULT,MALE
8719,C3,C - 3 (COPEPODITE III),
8720,C5,C - 5 (COPEPODITE V),
8721,C6 AF,ADULT,FEMALE
8722,C2,C - 2 (COPEPODITE II),
8723,C3,C - 3 (COPEPODITE III),
8724,C4,C - 4 (COPEPODITE IV),
8725,C5,C - 5 (COPEPODITE V),
8726,C1,C - 1 (COPEPODITE I),
8727,C2,C - 2 (COPEPODITE II),
8728,C3,C - 3 (COPEPODITE III),
8729,C4,C - 4 (COPEPODITE IV),
8730,C5,C - 5 (COPEPODITE V),
8731,C6 AF,ADULT,FEMALE
8732,C6 AM,ADULT,MALE
8733,C6 AF,ADULT,FEMALE
8734,C2,C - 2 (COPEPODITE II),
8735,C3,C - 3 (COPEPODITE III),
8736,C4,C - 4 (COPEPODITE IV),
8737,C5,C - 5 (COPEPODITE V),
8738,C6 AF,ADULT,FEMALE
8739,C6 AM,ADULT,MALE
8740,C3,C - 3 (COPEPODITE III),
8741,C4,C - 4 (COPEPODITE IV),
8742,C5,C - 5 (COPEPODITE V),
8743,C6 AF,ADULT,FEMALE
8744,C1,C - 1 (COPEPODITE I),
8745,C2,C - 2 (COPEPODITE II),
8746,C3,C - 3 (COPEPODITE III),
8747,C4,C - 4 (COPEPODITE IV),
8748,C5,C - 5 (COPEPODITE V),
8749,C6 AM,ADULT,MALE
8750,C6 AF,ADULT,FEMALE
8751,C6 AF,ADULT,FEMALE
8752,C4,C - 4 (COPEPODITE IV),
8753,C5,C - 5 (COPEPODITE V),
8754,C2,C - 2 (COPEPODITE II),
8755,C3,C - 3 (COPEPODITE III),
8756,C1,C - 1 (COPEPODITE I),
8757,C2,C - 2 (COPEPODITE II),
8758,C3,C - 3 (COPEPODITE III),
8759,C4,C - 4 (COPEPODITE IV),
8760,C5,C - 5 (COPEPODITE V),
8761,C1-5,C-1 TO C-5,
8762,C6 AF,ADULT,FEMALE
8763,C6 AM,ADULT,MALE
8764,C1-5,C-1 TO C-5,
8765,C6 AF,ADULT,FEMALE
8766,C1-5,C-1 TO C-5,
8767,C6 AF,ADULT,FEMALE
8768,C6 AM,ADULT,MALE
8769,C2,C - 2 (COPEPODITE II),
8770,C3,C - 3 (COPEPODITE III),
8771,C5,C - 5 (COPEPODITE V),
8772,C6 AF,ADULT,FEMALE
8773,C6 AM,ADULT,MALE
8774,C5,C - 5 (COPEPODITE V),
8775,C6 AF,ADULT,FEMALE
8776,NA,,
8777,NA,,
8778,NA,,
8779,NA,,
8780,NA,,
8781,NA,,
8782,NA,,
8783,Zoea,ZOEA,
8784,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
8785,Furcilia,FURCILIA,
8786,NA,,
8787,Cyprid,CYPRIS,
8788,NA,,
8789,NA,,
8790,NA,,
8791,NA,,
8792,C1,C - 1 (COPEPODITE I),
8793,C3,C - 3 (COPEPODITE III),
8794,C4,C - 4 (COPEPODITE IV),
8795,C5,C - 5 (COPEPODITE V),
8796,C5,C - 5 (COPEPODITE V),
8797,C6 AF,ADULT,FEMALE
8798,C6 AM,ADULT,MALE
8799,C4,C - 4 (COPEPODITE IV),
8800,C5,C - 5 (COPEPODITE V),
8801,C6 AF,ADULT,FEMALE
8802,C1,C - 1 (COPEPODITE I),
8803,C3,C - 3 (COPEPODITE III),
8804,C4,C - 4 (COPEPODITE IV),
8805,C5,C - 5 (COPEPODITE V),
8806,C1,C - 1 (COPEPODITE I),
8807,C3,C - 3 (COPEPODITE III),
8808,C5,C - 5 (COPEPODITE V),
8809,C5,C - 5 (COPEPODITE V),
8810,C6 AF,ADULT,FEMALE
8811,C2,C - 2 (COPEPODITE II),
8812,C3,C - 3 (COPEPODITE III),
8813,C4,C - 4 (COPEPODITE IV),
8814,C5,C - 5 (COPEPODITE V),
8815,C6 AF,ADULT,FEMALE
8816,C6 AM,ADULT,MALE
8817,C3,C - 3 (COPEPODITE III),
8818,C4,C - 4 (COPEPODITE IV),
8819,C5,C - 5 (COPEPODITE V),
8820,C6 AF,ADULT,FEMALE
8821,C1,C - 1 (COPEPODITE I),
8822,C2,C - 2 (COPEPODITE II),
8823,C3,C - 3 (COPEPODITE III),
8824,C4,C - 4 (COPEPODITE IV),
8825,C5,C - 5 (COPEPODITE V),
8826,C6 AM,ADULT,MALE
8827,C6 AF,ADULT,FEMALE
8828,C6 AF,ADULT,FEMALE
8829,C5,C - 5 (COPEPODITE V),
8830,C6 AF,ADULT,FEMALE
8831,C2,C - 2 (COPEPODITE II),
8832,C1,C - 1 (COPEPODITE I),
8833,C2,C - 2 (COPEPODITE II),
8834,C3,C - 3 (COPEPODITE III),
8835,C4,C - 4 (COPEPODITE IV),
8836,C5,C - 5 (COPEPODITE V),
8837,C1-5,C-1 TO C-5,
8838,C6 AF,ADULT,FEMALE
8839,C6 AM,ADULT,MALE
8840,C1-5,C-1 TO C-5,
8841,C6 AF,ADULT,FEMALE
8842,C1-5,C-1 TO C-5,
8843,C6 AF,ADULT,FEMALE
8844,C6 AM,ADULT,MALE
8845,C2,C - 2 (COPEPODITE II),
8846,C3,C - 3 (COPEPODITE III),
8847,C4,C - 4 (COPEPODITE IV),
8848,C6 AF,ADULT,FEMALE
8849,C5,C - 5 (COPEPODITE V),
8850,C3,C - 3 (COPEPODITE III),
8851,C4,C - 4 (COPEPODITE IV),
8852,NA,,
8853,NA,,
8854,NA,,
8855,NA,,
8856,NA,,
8857,NA,,
8858,NA,,
8859,NA,,
8860,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
8861,Furcilia,FURCILIA,
8862,NA,,
8863,Nauplius,NAUPLIUS,
8864,NA,,
8865,NA,,
8866,NA,,
8867,NA,,
8868,C1,C - 1 (COPEPODITE I),
8869,C2,C - 2 (COPEPODITE II),
8870,C3,C - 3 (COPEPODITE III),
8871,C5,C - 5 (COPEPODITE V),
8872,C6 AF,ADULT,FEMALE
8873,C6 AM,ADULT,MALE
8874,C3,C - 3 (COPEPODITE III),
8875,C4,C - 4 (COPEPODITE IV),
8876,C5,C - 5 (COPEPODITE V),
8877,C6 AF,ADULT,FEMALE
8878,C1,C - 1 (COPEPODITE I),
8879,C3,C - 3 (COPEPODITE III),
8880,C4,C - 4 (COPEPODITE IV),
8881,C5,C - 5 (COPEPODITE V),
8882,C3,C - 3 (COPEPODITE III),
8883,C6 AF,ADULT,FEMALE
8884,C6 AM,ADULT,MALE
8885,C2,C - 2 (COPEPODITE II),
8886,C4,C - 4 (COPEPODITE IV),
8887,C4,C - 4 (COPEPODITE IV),
8888,C6 AF,ADULT,FEMALE
8889,C1,C - 1 (COPEPODITE I),
8890,C2,C - 2 (COPEPODITE II),
8891,C6 AM,ADULT,MALE
8892,C3,C - 3 (COPEPODITE III),
8893,C4,C - 4 (COPEPODITE IV),
8894,C5,C - 5 (COPEPODITE V),
8895,C6 AM,ADULT,MALE
8896,C3,C - 3 (COPEPODITE III),
8897,C4,C - 4 (COPEPODITE IV),
8898,C5,C - 5 (COPEPODITE V),
8899,C6 AF,ADULT,FEMALE
8900,C1,C - 1 (COPEPODITE I),
8901,C2,C - 2 (COPEPODITE II),
8902,C3,C - 3 (COPEPODITE III),
8903,C4,C - 4 (COPEPODITE IV),
8904,C5,C - 5 (COPEPODITE V),
8905,C6 AM,ADULT,MALE
8906,C6 AF,ADULT,FEMALE
8907,C6 AF,ADULT,FEMALE
8908,C4,C - 4 (COPEPODITE IV),
8909,C5,C - 5 (COPEPODITE V),
8910,C6 AF,ADULT,FEMALE
8911,C2,C - 2 (COPEPODITE II),
8912,C3,C - 3 (COPEPODITE III),
8913,C1,C - 1 (COPEPODITE I),
8914,C2,C - 2 (COPEPODITE II),
8915,C3,C - 3 (COPEPODITE III),
8916,C4,C - 4 (COPEPODITE IV),
8917,C5,C - 5 (COPEPODITE V),
8918,C1-5,C-1 TO C-5,
8919,C6 AF,ADULT,FEMALE
8920,C6 AM,ADULT,MALE
8921,C6 AF,ADULT,FEMALE
8922,C1-5,C-1 TO C-5,
8923,C6 AF,ADULT,FEMALE
8924,C6 AM,ADULT,MALE
8925,C2,C - 2 (COPEPODITE II),
8926,C3,C - 3 (COPEPODITE III),
8927,C6 AF,ADULT,FEMALE
8928,C2,C - 2 (COPEPODITE II),
8929,C4,C - 4 (COPEPODITE IV),
8930,C5,C - 5 (COPEPODITE V),
8931,C6 AM,ADULT,MALE
8932,NA,,
8933,NA,,
8934,NA,,
8935,NA,,
8936,NA,,
8937,NA,,
8938,NA,,
8939,NA,,
8940,NA,,
8941,NA,,
8942,Zoea,ZOEA,
8943,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
8944,Furcilia,FURCILIA,
8945,NA,,
8946,Nauplius,NAUPLIUS,
8947,NA,,
8948,NA,,
8949,NA,,
8950,NA,,
8951,C1,C - 1 (COPEPODITE I),
8952,C2,C - 2 (COPEPODITE II),
8953,C3,C - 3 (COPEPODITE III),
8954,C4,C - 4 (COPEPODITE IV),
8955,C6 AF,ADULT,FEMALE
8956,C5,C - 5 (COPEPODITE V),
8957,C6 AF,ADULT,FEMALE
8958,C6 AM,ADULT,MALE
8959,C3,C - 3 (COPEPODITE III),
8960,C4,C - 4 (COPEPODITE IV),
8961,C5,C - 5 (COPEPODITE V),
8962,C6 AF,ADULT,FEMALE
8963,C2,C - 2 (COPEPODITE II),
8964,C3,C - 3 (COPEPODITE III),
8965,C4,C - 4 (COPEPODITE IV),
8966,C5,C - 5 (COPEPODITE V),
8967,C2,C - 2 (COPEPODITE II),
8968,C3,C - 3 (COPEPODITE III),
8969,C4,C - 4 (COPEPODITE IV),
8970,C5,C - 5 (COPEPODITE V),
8971,C6 AF,ADULT,FEMALE
8972,C6 AM,ADULT,MALE
8973,C4,C - 4 (COPEPODITE IV),
8974,C5,C - 5 (COPEPODITE V),
8975,C2,C - 2 (COPEPODITE II),
8976,C3,C - 3 (COPEPODITE III),
8977,C4,C - 4 (COPEPODITE IV),
8978,C5,C - 5 (COPEPODITE V),
8979,C6 AF,ADULT,FEMALE
8980,C6 AM,ADULT,MALE
8981,C3,C - 3 (COPEPODITE III),
8982,C4,C - 4 (COPEPODITE IV),
8983,C5,C - 5 (COPEPODITE V),
8984,C6 AF,ADULT,FEMALE
8985,C1,C - 1 (COPEPODITE I),
8986,C2,C - 2 (COPEPODITE II),
8987,C3,C - 3 (COPEPODITE III),
8988,C4,C - 4 (COPEPODITE IV),
8989,C5,C - 5 (COPEPODITE V),
8990,C6 AM,ADULT,MALE
8991,C6 AF,ADULT,FEMALE
8992,C6 AF,ADULT,FEMALE
8993,C4,C - 4 (COPEPODITE IV),
8994,C5,C - 5 (COPEPODITE V),
8995,C2,C - 2 (COPEPODITE II),
8996,C1,C - 1 (COPEPODITE I),
8997,C2,C - 2 (COPEPODITE II),
8998,C3,C - 3 (COPEPODITE III),
8999,C4,C - 4 (COPEPODITE IV),
9000,C5,C - 5 (COPEPODITE V),
9001,C5,C - 5 (COPEPODITE V),
9002,C1-5,C-1 TO C-5,
9003,C6 AF,ADULT,FEMALE
9004,C6 AM,ADULT,MALE
9005,C6 AF,ADULT,FEMALE
9006,C1-5,C-1 TO C-5,
9007,C6 AF,ADULT,FEMALE
9008,C6 AM,ADULT,MALE
9009,C2,C - 2 (COPEPODITE II),
9010,C3,C - 3 (COPEPODITE III),
9011,C5,C - 5 (COPEPODITE V),
9012,C3,C - 3 (COPEPODITE III),
9013,C4,C - 4 (COPEPODITE IV),
9014,C6 AM,ADULT,MALE
9015,NA,,
9016,NA,,
9017,NA,,
9018,NA,,
9019,NA,,
9020,NA,,
9021,NA,,
9022,NA,,
9023,NA,,
9024,NA,,
9025,Zoea,ZOEA,
9026,Zoea,ZOEA,
9027,Calyptopis,CALYPTOPIS (STAGE NOT DETERMINED),
9028,Furcilia,FURCILIA,
9029,NA,,
9030,Nauplius,NAUPLIUS,
9031,Cyprid,CYPRIS,
9032,NA,,
9033,NA,,
9034,NA,,
9035,NA,,
9036,NA,,
9037,C2,C - 2 (COPEPODITE II),
9038,C4,C - 4 (COPEPODITE IV),
9039,C6 AF,ADULT,FEMALE
9040,C6 AM,ADULT,MALE
9041,C6 AF,ADULT,FEMALE
9042,C1,C - 1 (COPEPODITE I),
9043,C2,C - 2 (COPEPODITE II),
9044,C2,C - 2 (COPEPODITE II),
9045,C3,C - 3 (COPEPODITE III),
9046,C4,C - 4 (COPEPODITE IV),
9047,C5,C - 5 (COPEPODITE V),
9048,C6 AF,ADULT,FEMALE
9049,C6 AM,ADULT,MALE
9050,C1,C - 1 (COPEPODITE I),
9051,C2,C - 2 (COPEPODITE II),
9052,C3,C - 3 (COPEPODITE III),
9053,C4,C - 4 (COPEPODITE IV),
9054,C5,C - 5 (COPEPODITE V),
9055,C6 AF,ADULT,FEMALE
9056,C6 AM,ADULT,MALE
9057,C6 AM,ADULT,MALE
9058,C1,C - 1 (COPEPODITE I),
9059,C4,C - 4 (COPEPODITE IV),
9060,C3,C - 3 (COPEPODITE III),
9061,C4,C - 4 (COPEPODITE IV),
9062,C5,C - 5 (COPEPODITE V),
9063,C6 AF,ADULT,FEMALE
9064,C1,C - 1 (COPEPODITE I),
9065,C2,C - 2 (COPEPODITE II),
9066,C3,C - 3 (COPEPODITE III),
9067,C4,C - 4 (COPEPODITE IV),
9068,C5,C - 5 (COPEPODITE V),
9069,C6 AM,ADULT,MALE
9070,C6 AF,ADULT,FEMALE
9071,C6 AF,ADULT,FEMALE
9072,C3,C - 3 (COPEPODITE III),
9073,C4,C - 4 (COPEPODITE IV),
9074,C5,C - 5 (COPEPODITE V),
9075,C6 AF,ADULT,FEMALE
9076,C1,C - 1 (COPEPODITE I),
9077,C2,C - 2 (COPEPODITE II),
9078,C3,C - 3 (COPEPODITE III),
9079,C4,C - 4 (COPEPODITE IV),
